step,t_sec,timestamp_utc,frame_id_hex,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7,can_heartbeat_ok,warning_tag,control_action,risk_level
6824,682.4,2026-04-22T08:40:40.942306+00:00,0x18F182A0,171,35,155,118,0,0,0,0,1,speed_high,BRAKE,danger
6824,682.4,2026-04-22T08:40:40.942306+00:00,0x18F183A0,144,1,95,0,87,3,30,3,1,speed_high,BRAKE,danger
6824,682.4,2026-04-22T08:40:40.942306+00:00,0x18F184A0,124,101,53,55,87,109,67,58,1,speed_high,BRAKE,danger
6824,682.4,2026-04-22T08:40:40.942306+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,speed_high,BRAKE,danger
6824,682.4,2026-04-22T08:40:40.942306+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,speed_high,BRAKE,danger
6824,682.4,2026-04-22T08:40:40.942306+00:00,0x18F190A0,30,3,2,3,217,0,0,0,1,speed_high,BRAKE,danger
6825,682.5,2026-04-22T08:40:40.942492+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,speed_high,BRAKE,warning
6825,682.5,2026-04-22T08:40:40.942492+00:00,0x18F182A0,171,35,155,118,0,0,0,0,1,speed_high,BRAKE,warning
6825,682.5,2026-04-22T08:40:40.942492+00:00,0x18F183A0,144,1,89,0,85,3,35,3,1,speed_high,BRAKE,warning
6825,682.5,2026-04-22T08:40:40.942492+00:00,0x18F184A0,124,101,53,55,87,111,67,58,1,speed_high,BRAKE,warning
6825,682.5,2026-04-22T08:40:40.942492+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,speed_high,BRAKE,warning
6825,682.5,2026-04-22T08:40:40.942492+00:00,0x18F189A0,22,0,7,0,0,0,0,0,1,speed_high,BRAKE,warning
6825,682.5,2026-04-22T08:40:40.942492+00:00,0x18F190A0,35,3,2,3,220,0,0,0,1,speed_high,BRAKE,warning
6826,682.6,2026-04-22T08:40:40.942676+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,speed_high,BRAKE,warning
6826,682.6,2026-04-22T08:40:40.942676+00:00,0x18F182A0,171,34,154,118,0,0,0,0,1,speed_high,BRAKE,warning
6826,682.6,2026-04-22T08:40:40.942676+00:00,0x18F183A0,144,1,84,0,82,3,21,3,1,speed_high,BRAKE,warning
6826,682.6,2026-04-22T08:40:40.942676+00:00,0x18F184A0,124,101,53,54,87,110,67,58,1,speed_high,BRAKE,warning
6826,682.6,2026-04-22T08:40:40.942676+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,speed_high,BRAKE,warning
6826,682.6,2026-04-22T08:40:40.942676+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,speed_high,BRAKE,warning
6826,682.6,2026-04-22T08:40:40.942676+00:00,0x18F190A0,21,3,2,3,218,0,0,0,1,speed_high,BRAKE,warning
6827,682.7,2026-04-22T08:40:40.942857+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,,BRAKE,normal
6827,682.7,2026-04-22T08:40:40.942857+00:00,0x18F182A0,171,36,156,117,0,0,0,0,1,,BRAKE,normal
6827,682.7,2026-04-22T08:40:40.942857+00:00,0x18F183A0,144,1,79,0,64,3,34,3,1,,BRAKE,normal
6827,682.7,2026-04-22T08:40:40.942857+00:00,0x18F184A0,123,102,53,54,87,108,67,58,1,,BRAKE,normal
6827,682.7,2026-04-22T08:40:40.942857+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6827,682.7,2026-04-22T08:40:40.942857+00:00,0x18F189A0,22,0,5,0,0,0,0,0,1,,BRAKE,normal
6827,682.7,2026-04-22T08:40:40.942857+00:00,0x18F190A0,34,3,2,3,221,0,0,0,1,,BRAKE,normal
6828,682.8,2026-04-22T08:40:40.943036+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,,BRAKE,normal
6828,682.8,2026-04-22T08:40:40.943036+00:00,0x18F182A0,171,35,154,119,0,0,0,0,1,,BRAKE,normal
6828,682.8,2026-04-22T08:40:40.943036+00:00,0x18F183A0,144,1,74,0,50,3,47,3,1,,BRAKE,normal
6828,682.8,2026-04-22T08:40:40.943036+00:00,0x18F184A0,123,101,53,54,87,110,67,58,1,,BRAKE,normal
6828,682.8,2026-04-22T08:40:40.943036+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6828,682.8,2026-04-22T08:40:40.943036+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6828,682.8,2026-04-22T08:40:40.943036+00:00,0x18F190A0,47,3,2,3,219,0,0,0,1,,BRAKE,normal
6829,682.9,2026-04-22T08:40:40.943214+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,,BRAKE,normal
6829,682.9,2026-04-22T08:40:40.943214+00:00,0x18F182A0,169,36,154,118,0,0,0,0,1,,BRAKE,normal
6829,682.9,2026-04-22T08:40:40.943214+00:00,0x18F183A0,144,1,69,0,47,3,55,3,1,,BRAKE,normal
6829,682.9,2026-04-22T08:40:40.943214+00:00,0x18F184A0,123,102,53,54,87,110,67,58,1,,BRAKE,normal
6829,682.9,2026-04-22T08:40:40.943214+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6829,682.9,2026-04-22T08:40:40.943214+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6829,682.9,2026-04-22T08:40:40.943214+00:00,0x18F190A0,55,3,2,3,219,0,0,0,1,,BRAKE,normal
6830,683.0,2026-04-22T08:40:40.943393+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,,BRAKE,normal
6830,683.0,2026-04-22T08:40:40.943393+00:00,0x18F182A0,168,37,154,117,0,0,0,0,1,,BRAKE,normal
6830,683.0,2026-04-22T08:40:40.943393+00:00,0x18F183A0,144,1,64,0,37,3,36,3,1,,BRAKE,normal
6830,683.0,2026-04-22T08:40:40.943393+00:00,0x18F184A0,123,102,53,54,87,110,67,58,1,,BRAKE,normal
6830,683.0,2026-04-22T08:40:40.943393+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6830,683.0,2026-04-22T08:40:40.943393+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6830,683.0,2026-04-22T08:40:40.943393+00:00,0x18F190A0,36,3,2,3,219,0,0,0,1,,BRAKE,normal
6831,683.1,2026-04-22T08:40:40.943570+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,,BRAKE,normal
6831,683.1,2026-04-22T08:40:40.943570+00:00,0x18F182A0,168,36,154,117,0,0,0,0,1,,BRAKE,normal
6831,683.1,2026-04-22T08:40:40.943570+00:00,0x18F183A0,144,1,58,0,28,3,45,3,1,,BRAKE,normal
6831,683.1,2026-04-22T08:40:40.943570+00:00,0x18F184A0,123,102,53,54,87,111,67,58,1,,BRAKE,normal
6831,683.1,2026-04-22T08:40:40.943570+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6831,683.1,2026-04-22T08:40:40.943570+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6831,683.1,2026-04-22T08:40:40.943570+00:00,0x18F190A0,45,3,2,3,220,0,0,0,1,,BRAKE,normal
6832,683.2,2026-04-22T08:40:40.943748+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,,BRAKE,normal
6832,683.2,2026-04-22T08:40:40.943748+00:00,0x18F182A0,171,37,154,119,0,0,0,0,1,,BRAKE,normal
6832,683.2,2026-04-22T08:40:40.943748+00:00,0x18F183A0,144,1,53,0,35,3,35,3,1,,BRAKE,normal
6832,683.2,2026-04-22T08:40:40.943748+00:00,0x18F184A0,123,101,53,54,87,110,67,58,1,,BRAKE,normal
6832,683.2,2026-04-22T08:40:40.943748+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6832,683.2,2026-04-22T08:40:40.943748+00:00,0x18F189A0,22,0,7,0,0,0,0,0,1,,BRAKE,normal
6832,683.2,2026-04-22T08:40:40.943748+00:00,0x18F190A0,35,3,2,3,218,0,0,0,1,,BRAKE,normal
6833,683.3,2026-04-22T08:40:40.943927+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,,BRAKE,normal
6833,683.3,2026-04-22T08:40:40.943927+00:00,0x18F182A0,171,38,154,118,0,0,0,0,1,,BRAKE,normal
6833,683.3,2026-04-22T08:40:40.943927+00:00,0x18F183A0,144,1,47,0,18,3,52,3,1,,BRAKE,normal
6833,683.3,2026-04-22T08:40:40.943927+00:00,0x18F184A0,123,101,53,54,87,110,67,58,1,,BRAKE,normal
6833,683.3,2026-04-22T08:40:40.943927+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6833,683.3,2026-04-22T08:40:40.943927+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6833,683.3,2026-04-22T08:40:40.943927+00:00,0x18F190A0,52,3,2,3,219,0,0,0,1,,BRAKE,normal
6834,683.4,2026-04-22T08:40:40.944105+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,,BRAKE,normal
6834,683.4,2026-04-22T08:40:40.944105+00:00,0x18F182A0,174,35,154,119,0,0,0,0,1,,BRAKE,normal
6834,683.4,2026-04-22T08:40:40.944105+00:00,0x18F183A0,144,1,42,0,4,3,40,3,1,,BRAKE,normal
6834,683.4,2026-04-22T08:40:40.944105+00:00,0x18F184A0,123,101,53,53,87,108,67,58,1,,BRAKE,normal
6834,683.4,2026-04-22T08:40:40.944105+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6834,683.4,2026-04-22T08:40:40.944105+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6834,683.4,2026-04-22T08:40:40.944105+00:00,0x18F190A0,40,3,2,3,219,0,0,0,1,,BRAKE,normal
6835,683.5,2026-04-22T08:40:40.944283+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,,BRAKE,normal
6835,683.5,2026-04-22T08:40:40.944283+00:00,0x18F182A0,169,37,155,118,0,0,0,0,1,,BRAKE,normal
6835,683.5,2026-04-22T08:40:40.944283+00:00,0x18F183A0,144,1,36,0,250,2,29,3,1,,BRAKE,normal
6835,683.5,2026-04-22T08:40:40.944283+00:00,0x18F184A0,123,101,53,54,87,111,67,58,1,,BRAKE,normal
6835,683.5,2026-04-22T08:40:40.944283+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6835,683.5,2026-04-22T08:40:40.944283+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6835,683.5,2026-04-22T08:40:40.944283+00:00,0x18F190A0,29,3,2,3,218,0,0,0,1,,BRAKE,normal
6836,683.6,2026-04-22T08:40:40.944507+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,,BRAKE,normal
6836,683.6,2026-04-22T08:40:40.944507+00:00,0x18F182A0,171,36,156,119,0,0,0,0,1,,BRAKE,normal
6836,683.6,2026-04-22T08:40:40.944507+00:00,0x18F183A0,144,1,31,0,226,2,39,3,1,,BRAKE,normal
6836,683.6,2026-04-22T08:40:40.944507+00:00,0x18F184A0,123,101,53,54,87,109,67,58,1,,BRAKE,normal
6836,683.6,2026-04-22T08:40:40.944507+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6836,683.6,2026-04-22T08:40:40.944507+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6836,683.6,2026-04-22T08:40:40.944507+00:00,0x18F190A0,39,3,2,3,219,0,0,0,1,,BRAKE,normal
6837,683.7,2026-04-22T08:40:40.944688+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,,BRAKE,normal
6837,683.7,2026-04-22T08:40:40.944688+00:00,0x18F182A0,171,36,154,119,0,0,0,0,1,,BRAKE,normal
6837,683.7,2026-04-22T08:40:40.944688+00:00,0x18F183A0,144,1,25,0,212,2,56,3,1,,BRAKE,normal
6837,683.7,2026-04-22T08:40:40.944688+00:00,0x18F184A0,123,101,53,55,87,108,67,58,1,,BRAKE,normal
6837,683.7,2026-04-22T08:40:40.944688+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6837,683.7,2026-04-22T08:40:40.944688+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6837,683.7,2026-04-22T08:40:40.944688+00:00,0x18F190A0,56,3,2,3,220,0,0,0,1,,BRAKE,normal
6838,683.8,2026-04-22T08:40:40.944866+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,,BRAKE,normal
6838,683.8,2026-04-22T08:40:40.944866+00:00,0x18F182A0,173,35,154,118,0,0,0,0,1,,BRAKE,normal
6838,683.8,2026-04-22T08:40:40.944866+00:00,0x18F183A0,144,1,20,0,201,2,45,3,1,,BRAKE,normal
6838,683.8,2026-04-22T08:40:40.944866+00:00,0x18F184A0,123,101,53,53,87,110,67,58,1,,BRAKE,normal
6838,683.8,2026-04-22T08:40:40.944866+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6838,683.8,2026-04-22T08:40:40.944866+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6838,683.8,2026-04-22T08:40:40.944866+00:00,0x18F190A0,45,3,2,3,219,0,0,0,1,,BRAKE,normal
6839,683.9,2026-04-22T08:40:40.945044+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,,BRAKE,normal
6839,683.9,2026-04-22T08:40:40.945044+00:00,0x18F182A0,174,36,154,118,0,0,0,0,1,,BRAKE,normal
6839,683.9,2026-04-22T08:40:40.945044+00:00,0x18F183A0,144,1,15,0,201,2,25,3,1,,BRAKE,normal
6839,683.9,2026-04-22T08:40:40.945044+00:00,0x18F184A0,123,101,53,54,87,109,67,58,1,,BRAKE,normal
6839,683.9,2026-04-22T08:40:40.945044+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6839,683.9,2026-04-22T08:40:40.945044+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6839,683.9,2026-04-22T08:40:40.945044+00:00,0x18F190A0,25,3,2,3,217,0,0,0,1,,BRAKE,normal
6840,684.0,2026-04-22T08:40:40.945225+00:00,0x18F181A0,0,2,0,52,92,27,12,2,1,,BRAKE,normal
6840,684.0,2026-04-22T08:40:40.945225+00:00,0x18F182A0,169,35,155,117,0,0,0,0,1,,BRAKE,normal
6840,684.0,2026-04-22T08:40:40.945225+00:00,0x18F183A0,144,1,10,0,180,2,39,3,1,,BRAKE,normal
6840,684.0,2026-04-22T08:40:40.945225+00:00,0x18F184A0,123,101,52,54,87,107,67,58,1,,BRAKE,normal
6840,684.0,2026-04-22T08:40:40.945225+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6840,684.0,2026-04-22T08:40:40.945225+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6840,684.0,2026-04-22T08:40:40.945225+00:00,0x18F190A0,39,3,2,3,217,0,0,0,1,,BRAKE,normal
6841,684.1,2026-04-22T08:40:40.945401+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6841,684.1,2026-04-22T08:40:40.945401+00:00,0x18F182A0,168,36,155,118,0,0,0,0,1,,BRAKE,normal
6841,684.1,2026-04-22T08:40:40.945401+00:00,0x18F183A0,144,1,5,0,185,2,40,3,1,,BRAKE,normal
6841,684.1,2026-04-22T08:40:40.945401+00:00,0x18F184A0,123,101,53,54,87,107,67,58,1,,BRAKE,normal
6841,684.1,2026-04-22T08:40:40.945401+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6841,684.1,2026-04-22T08:40:40.945401+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6841,684.1,2026-04-22T08:40:40.945401+00:00,0x18F190A0,40,3,2,3,219,0,0,0,1,,BRAKE,normal
6842,684.2,2026-04-22T08:40:40.945581+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6842,684.2,2026-04-22T08:40:40.945581+00:00,0x18F182A0,169,34,153,118,0,0,0,0,1,,BRAKE,normal
6842,684.2,2026-04-22T08:40:40.945581+00:00,0x18F183A0,144,1,0,0,177,2,44,3,1,,BRAKE,normal
6842,684.2,2026-04-22T08:40:40.945581+00:00,0x18F184A0,123,102,52,54,87,108,67,58,1,,BRAKE,normal
6842,684.2,2026-04-22T08:40:40.945581+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6842,684.2,2026-04-22T08:40:40.945581+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6842,684.2,2026-04-22T08:40:40.945581+00:00,0x18F190A0,44,3,2,3,218,0,0,0,1,,BRAKE,normal
6843,684.3,2026-04-22T08:40:40.945773+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6843,684.3,2026-04-22T08:40:40.945773+00:00,0x18F182A0,170,35,155,119,0,0,0,0,1,,BRAKE,normal
6843,684.3,2026-04-22T08:40:40.945773+00:00,0x18F183A0,144,1,0,0,190,2,24,3,1,,BRAKE,normal
6843,684.3,2026-04-22T08:40:40.945773+00:00,0x18F184A0,123,101,52,54,87,108,67,58,1,,BRAKE,normal
6843,684.3,2026-04-22T08:40:40.945773+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6843,684.3,2026-04-22T08:40:40.945773+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6843,684.3,2026-04-22T08:40:40.945773+00:00,0x18F190A0,24,3,2,3,220,0,0,0,1,,BRAKE,normal
6844,684.4,2026-04-22T08:40:40.945953+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6844,684.4,2026-04-22T08:40:40.945953+00:00,0x18F182A0,169,37,154,119,0,0,0,0,1,,BRAKE,normal
6844,684.4,2026-04-22T08:40:40.945953+00:00,0x18F183A0,144,1,0,0,164,2,44,3,1,,BRAKE,normal
6844,684.4,2026-04-22T08:40:40.945953+00:00,0x18F184A0,123,102,52,54,87,109,67,58,1,,BRAKE,normal
6844,684.4,2026-04-22T08:40:40.945953+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6844,684.4,2026-04-22T08:40:40.945953+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6844,684.4,2026-04-22T08:40:40.945953+00:00,0x18F190A0,44,3,2,3,220,0,0,0,1,,BRAKE,normal
6845,684.5,2026-04-22T08:40:40.946132+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6845,684.5,2026-04-22T08:40:40.946132+00:00,0x18F182A0,169,35,155,118,0,0,0,0,1,,BRAKE,normal
6845,684.5,2026-04-22T08:40:40.946132+00:00,0x18F183A0,144,1,0,0,176,2,48,3,1,,BRAKE,normal
6845,684.5,2026-04-22T08:40:40.946132+00:00,0x18F184A0,123,101,52,54,87,108,67,58,1,,BRAKE,normal
6845,684.5,2026-04-22T08:40:40.946132+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6845,684.5,2026-04-22T08:40:40.946132+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6845,684.5,2026-04-22T08:40:40.946132+00:00,0x18F190A0,48,3,2,3,219,0,0,0,1,,BRAKE,normal
6846,684.6,2026-04-22T08:40:40.946311+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6846,684.6,2026-04-22T08:40:40.946311+00:00,0x18F182A0,173,34,156,118,0,0,0,0,1,,BRAKE,normal
6846,684.6,2026-04-22T08:40:40.946311+00:00,0x18F183A0,144,1,0,0,190,2,34,3,1,,BRAKE,normal
6846,684.6,2026-04-22T08:40:40.946311+00:00,0x18F184A0,123,101,52,55,87,108,67,58,1,,BRAKE,normal
6846,684.6,2026-04-22T08:40:40.946311+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6846,684.6,2026-04-22T08:40:40.946311+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6846,684.6,2026-04-22T08:40:40.946311+00:00,0x18F190A0,34,3,2,3,219,0,0,0,1,,BRAKE,normal
6847,684.7,2026-04-22T08:40:40.946491+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6847,684.7,2026-04-22T08:40:40.946491+00:00,0x18F182A0,169,34,155,118,0,0,0,0,1,,BRAKE,normal
6847,684.7,2026-04-22T08:40:40.946491+00:00,0x18F183A0,144,1,0,0,182,2,49,3,1,,BRAKE,normal
6847,684.7,2026-04-22T08:40:40.946491+00:00,0x18F184A0,123,101,52,53,87,108,67,58,1,,BRAKE,normal
6847,684.7,2026-04-22T08:40:40.946491+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6847,684.7,2026-04-22T08:40:40.946491+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6847,684.7,2026-04-22T08:40:40.946491+00:00,0x18F190A0,49,3,2,3,218,0,0,0,1,,BRAKE,normal
6848,684.8,2026-04-22T08:40:40.946719+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6848,684.8,2026-04-22T08:40:40.946719+00:00,0x18F182A0,170,36,157,118,0,0,0,0,1,,BRAKE,normal
6848,684.8,2026-04-22T08:40:40.946719+00:00,0x18F183A0,144,1,0,0,165,2,47,3,1,,BRAKE,normal
6848,684.8,2026-04-22T08:40:40.946719+00:00,0x18F184A0,123,101,52,54,87,107,67,58,1,,BRAKE,normal
6848,684.8,2026-04-22T08:40:40.946719+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6848,684.8,2026-04-22T08:40:40.946719+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6848,684.8,2026-04-22T08:40:40.946719+00:00,0x18F190A0,47,3,2,3,218,0,0,0,1,,BRAKE,normal
6849,684.9,2026-04-22T08:40:40.946901+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6849,684.9,2026-04-22T08:40:40.946901+00:00,0x18F182A0,172,35,156,117,0,0,0,0,1,,BRAKE,normal
6849,684.9,2026-04-22T08:40:40.946901+00:00,0x18F183A0,144,1,0,0,184,2,25,3,1,,BRAKE,normal
6849,684.9,2026-04-22T08:40:40.946901+00:00,0x18F184A0,123,101,52,54,87,108,67,58,1,,BRAKE,normal
6849,684.9,2026-04-22T08:40:40.946901+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6849,684.9,2026-04-22T08:40:40.946901+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6849,684.9,2026-04-22T08:40:40.946901+00:00,0x18F190A0,25,3,2,3,219,0,0,0,1,,BRAKE,normal
6850,685.0,2026-04-22T08:40:40.947080+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6850,685.0,2026-04-22T08:40:40.947080+00:00,0x18F182A0,167,35,155,118,0,0,0,0,1,,BRAKE,normal
6850,685.0,2026-04-22T08:40:40.947080+00:00,0x18F183A0,144,1,0,0,170,2,37,3,1,,BRAKE,normal
6850,685.0,2026-04-22T08:40:40.947080+00:00,0x18F184A0,123,101,52,54,87,109,67,58,1,,BRAKE,normal
6850,685.0,2026-04-22T08:40:40.947080+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6850,685.0,2026-04-22T08:40:40.947080+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6850,685.0,2026-04-22T08:40:40.947080+00:00,0x18F190A0,37,3,2,3,217,0,0,0,1,,BRAKE,normal
6851,685.1,2026-04-22T08:40:40.947258+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6851,685.1,2026-04-22T08:40:40.947258+00:00,0x18F182A0,167,34,155,119,0,0,0,0,1,,BRAKE,normal
6851,685.1,2026-04-22T08:40:40.947258+00:00,0x18F183A0,144,1,0,0,169,2,28,3,1,,BRAKE,normal
6851,685.1,2026-04-22T08:40:40.947258+00:00,0x18F184A0,123,101,52,54,87,108,67,58,1,,BRAKE,normal
6851,685.1,2026-04-22T08:40:40.947258+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6851,685.1,2026-04-22T08:40:40.947258+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6851,685.1,2026-04-22T08:40:40.947258+00:00,0x18F190A0,28,3,2,3,219,0,0,0,1,,BRAKE,normal
6852,685.2,2026-04-22T08:40:40.947437+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6852,685.2,2026-04-22T08:40:40.947437+00:00,0x18F182A0,165,37,156,117,0,0,0,0,1,,BRAKE,normal
6852,685.2,2026-04-22T08:40:40.947437+00:00,0x18F183A0,144,1,0,0,166,2,47,3,1,,BRAKE,normal
6852,685.2,2026-04-22T08:40:40.947437+00:00,0x18F184A0,123,101,52,54,87,108,67,58,1,,BRAKE,normal
6852,685.2,2026-04-22T08:40:40.947437+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6852,685.2,2026-04-22T08:40:40.947437+00:00,0x18F189A0,22,0,6,0,0,0,0,0,1,,BRAKE,normal
6852,685.2,2026-04-22T08:40:40.947437+00:00,0x18F190A0,47,3,2,3,219,0,0,0,1,,BRAKE,normal
6853,685.3,2026-04-22T08:40:40.947616+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6853,685.3,2026-04-22T08:40:40.947616+00:00,0x18F182A0,172,33,156,117,0,0,0,0,1,,BRAKE,normal
6853,685.3,2026-04-22T08:40:40.947616+00:00,0x18F183A0,144,1,0,0,177,2,30,3,1,,BRAKE,normal
6853,685.3,2026-04-22T08:40:40.947616+00:00,0x18F184A0,123,101,52,54,87,108,67,58,1,,BRAKE,normal
6853,685.3,2026-04-22T08:40:40.947616+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6853,685.3,2026-04-22T08:40:40.947616+00:00,0x18F189A0,22,0,5,0,0,0,0,0,1,,BRAKE,normal
6853,685.3,2026-04-22T08:40:40.947616+00:00,0x18F190A0,30,3,2,3,219,0,0,0,1,,BRAKE,normal
6854,685.4,2026-04-22T08:40:40.947795+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6854,685.4,2026-04-22T08:40:40.947795+00:00,0x18F182A0,172,36,153,118,0,0,0,0,1,,BRAKE,normal
6854,685.4,2026-04-22T08:40:40.947795+00:00,0x18F183A0,144,1,0,0,183,2,55,3,1,,BRAKE,normal
6854,685.4,2026-04-22T08:40:40.947795+00:00,0x18F184A0,123,101,52,54,87,108,67,58,1,,BRAKE,normal
6854,685.4,2026-04-22T08:40:40.947795+00:00,0x18F185A0,255,255,11,0,96,41,0,0,1,,BRAKE,normal
6854,685.4,2026-04-22T08:40:40.947795+00:00,0x18F189A0,22,0,7,0,0,0,0,0,1,,BRAKE,normal
6854,685.4,2026-04-22T08:40:40.947795+00:00,0x18F190A0,55,3,2,3,220,0,0,0,1,,BRAKE,normal
6855,685.5,2026-04-22T08:40:40.947972+00:00,0x18F181A0,0,1,0,52,92,27,12,2,1,,BRAKE,normal
6855,685.5,2026-04-22T08:40:40.947972+00:00,0x18F182A0,169,37,154,119,0,0,0,0,1,,BRAKE,normal
6855,685.5,2026-04-22T08:40:40.947972+00:00,0x18F183A0,144,1,0,0,167,2,30,3,1,,BRAKE,normal
