step,t_sec,timestamp_utc,frame_id_hex,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7,can_heartbeat_ok,warning_tag,control_action,risk_level
0,0.0,2026-04-22T08:40:39.655475+00:00,0x18F181A0,0,2,0,59,92,27,12,2,1,,FORWARD,normal
0,0.0,2026-04-22T08:40:39.655475+00:00,0x18F182A0,157,78,160,118,0,0,0,0,1,,FORWARD,normal
0,0.0,2026-04-22T08:40:39.655475+00:00,0x18F183A0,144,1,67,0,244,3,124,3,1,,FORWARD,normal
0,0.0,2026-04-22T08:40:39.655475+00:00,0x18F184A0,128,101,60,56,87,112,68,58,1,,FORWARD,normal
0,0.0,2026-04-22T08:40:39.655475+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,FORWARD,normal
0,0.0,2026-04-22T08:40:39.655475+00:00,0x18F189A0,133,0,5,0,0,0,0,0,1,,FORWARD,normal
0,0.0,2026-04-22T08:40:39.655475+00:00,0x18F190A0,124,3,1,1,220,0,0,0,1,,FORWARD,normal
1,0.1,2026-04-22T08:40:39.655791+00:00,0x18F181A0,0,2,0,59,92,27,12,2,1,,FORWARD,normal
1,0.1,2026-04-22T08:40:39.655791+00:00,0x18F182A0,161,81,162,119,0,0,0,0,1,,FORWARD,normal
1,0.1,2026-04-22T08:40:39.655791+00:00,0x18F183A0,144,1,67,0,4,4,151,3,1,,FORWARD,normal
1,0.1,2026-04-22T08:40:39.655791+00:00,0x18F184A0,128,101,60,55,87,111,68,58,1,,FORWARD,normal
1,0.1,2026-04-22T08:40:39.655791+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,FORWARD,normal
1,0.1,2026-04-22T08:40:39.655791+00:00,0x18F189A0,133,0,6,0,0,0,0,0,1,,FORWARD,normal
1,0.1,2026-04-22T08:40:39.655791+00:00,0x18F190A0,151,3,1,1,218,0,0,0,1,,FORWARD,normal
2,0.2,2026-04-22T08:40:39.656059+00:00,0x18F181A0,0,2,0,58,92,27,12,2,1,,FORWARD,normal
2,0.2,2026-04-22T08:40:39.656059+00:00,0x18F182A0,158,81,160,119,0,0,0,0,1,,FORWARD,normal
2,0.2,2026-04-22T08:40:39.656059+00:00,0x18F183A0,144,1,68,0,229,3,148,3,1,,FORWARD,normal
2,0.2,2026-04-22T08:40:39.656059+00:00,0x18F184A0,128,101,59,55,87,113,68,58,1,,FORWARD,normal
2,0.2,2026-04-22T08:40:39.656059+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,FORWARD,normal
2,0.2,2026-04-22T08:40:39.656059+00:00,0x18F189A0,133,0,6,0,0,0,0,0,1,,FORWARD,normal
2,0.2,2026-04-22T08:40:39.656059+00:00,0x18F190A0,148,3,1,1,217,0,0,0,1,,FORWARD,normal
3,0.3,2026-04-22T08:40:39.656296+00:00,0x18F181A0,0,2,0,58,92,27,12,2,1,,FORWARD,normal
3,0.3,2026-04-22T08:40:39.656296+00:00,0x18F182A0,156,78,161,119,0,0,0,0,1,,FORWARD,normal
3,0.3,2026-04-22T08:40:39.656296+00:00,0x18F183A0,144,1,68,0,6,4,128,3,1,,FORWARD,normal
3,0.3,2026-04-22T08:40:39.656296+00:00,0x18F184A0,128,101,59,55,87,112,68,58,1,,FORWARD,normal
3,0.3,2026-04-22T08:40:39.656296+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,FORWARD,normal
3,0.3,2026-04-22T08:40:39.656296+00:00,0x18F189A0,134,0,6,0,0,0,0,0,1,,FORWARD,normal
3,0.3,2026-04-22T08:40:39.656296+00:00,0x18F190A0,128,3,1,1,220,0,0,0,1,,FORWARD,normal
4,0.4,2026-04-22T08:40:39.656521+00:00,0x18F181A0,0,2,0,58,92,27,12,2,1,,FORWARD,normal
4,0.4,2026-04-22T08:40:39.656521+00:00,0x18F182A0,159,84,162,120,0,0,0,0,1,,FORWARD,normal
4,0.4,2026-04-22T08:40:39.656521+00:00,0x18F183A0,144,1,69,0,1,4,153,3,1,,FORWARD,normal
4,0.4,2026-04-22T08:40:39.656521+00:00,0x18F184A0,128,101,59,55,87,112,68,58,1,,FORWARD,normal
4,0.4,2026-04-22T08:40:39.656521+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,FORWARD,normal
4,0.4,2026-04-22T08:40:39.656521+00:00,0x18F189A0,134,0,6,0,0,0,0,0,1,,FORWARD,normal
4,0.4,2026-04-22T08:40:39.656521+00:00,0x18F190A0,153,3,1,1,220,0,0,0,1,,FORWARD,normal
5,0.5,2026-04-22T08:40:39.656735+00:00,0x18F181A0,0,2,0,58,92,27,12,2,1,,FORWARD,normal
5,0.5,2026-04-22T08:40:39.656735+00:00,0x18F182A0,158,79,160,119,0,0,0,0,1,,FORWARD,normal
5,0.5,2026-04-22T08:40:39.656735+00:00,0x18F183A0,144,1,69,0,6,4,117,3,1,,FORWARD,normal
5,0.5,2026-04-22T08:40:39.656735+00:00,0x18F184A0,127,101,58,55,87,113,68,58,1,,FORWARD,normal
5,0.5,2026-04-22T08:40:39.656735+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,FORWARD,normal
5,0.5,2026-04-22T08:40:39.656735+00:00,0x18F189A0,134,0,7,0,0,0,0,0,1,,FORWARD,normal
5,0.5,2026-04-22T08:40:39.656735+00:00,0x18F190A0,117,3,1,1,217,0,0,0,1,,FORWARD,normal
6,0.6,2026-04-22T08:40:39.656947+00:00,0x18F181A0,0,2,0,57,92,27,12,2,1,,FORWARD,normal
6,0.6,2026-04-22T08:40:39.656947+00:00,0x18F182A0,158,79,159,118,0,0,0,0,1,,FORWARD,normal
6,0.6,2026-04-22T08:40:39.656947+00:00,0x18F183A0,144,1,71,0,253,3,134,3,1,,FORWARD,normal
6,0.6,2026-04-22T08:40:39.656947+00:00,0x18F184A0,127,101,58,55,87,113,68,58,1,,FORWARD,normal
6,0.6,2026-04-22T08:40:39.656947+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,FORWARD,normal
6,0.6,2026-04-22T08:40:39.656947+00:00,0x18F189A0,135,0,6,0,0,0,0,0,1,,FORWARD,normal
6,0.6,2026-04-22T08:40:39.656947+00:00,0x18F190A0,134,3,1,1,222,0,0,0,1,,FORWARD,normal
7,0.7,2026-04-22T08:40:39.657154+00:00,0x18F181A0,0,2,0,57,92,27,12,2,1,,FORWARD,normal
7,0.7,2026-04-22T08:40:39.657154+00:00,0x18F182A0,157,80,162,119,0,0,0,0,1,,FORWARD,normal
7,0.7,2026-04-22T08:40:39.657154+00:00,0x18F183A0,144,1,72,0,253,3,140,3,1,,FORWARD,normal
7,0.7,2026-04-22T08:40:39.657154+00:00,0x18F184A0,127,101,58,55,87,113,68,58,1,,FORWARD,normal
7,0.7,2026-04-22T08:40:39.657154+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,FORWARD,normal
7,0.7,2026-04-22T08:40:39.657154+00:00,0x18F189A0,135,0,6,0,0,0,0,0,1,,FORWARD,normal
7,0.7,2026-04-22T08:40:39.657154+00:00,0x18F190A0,140,3,1,1,221,0,0,0,1,,FORWARD,normal
8,0.8,2026-04-22T08:40:39.657358+00:00,0x18F181A0,0,2,0,57,92,27,12,2,1,,FORWARD,normal
8,0.8,2026-04-22T08:40:39.657358+00:00,0x18F182A0,155,80,162,119,0,0,0,0,1,,FORWARD,normal
8,0.8,2026-04-22T08:40:39.657358+00:00,0x18F183A0,144,1,73,0,3,4,122,3,1,,FORWARD,normal
8,0.8,2026-04-22T08:40:39.657358+00:00,0x18F184A0,127,101,58,55,87,114,68,58,1,,FORWARD,normal
8,0.8,2026-04-22T08:40:39.657358+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,FORWARD,normal
8,0.8,2026-04-22T08:40:39.657358+00:00,0x18F189A0,135,0,6,0,0,0,0,0,1,,FORWARD,normal
8,0.8,2026-04-22T08:40:39.657358+00:00,0x18F190A0,122,3,1,1,219,0,0,0,1,,FORWARD,normal
9,0.9,2026-04-22T08:40:39.657559+00:00,0x18F181A0,0,2,0,57,92,27,12,2,1,,FORWARD,normal
9,0.9,2026-04-22T08:40:39.657559+00:00,0x18F182A0,157,80,159,117,0,0,0,0,1,,FORWARD,normal
9,0.9,2026-04-22T08:40:39.657559+00:00,0x18F183A0,144,1,74,0,254,3,97,3,1,,FORWARD,normal
9,0.9,2026-04-22T08:40:39.657559+00:00,0x18F184A0,127,101,57,55,87,114,68,58,1,,FORWARD,normal
9,0.9,2026-04-22T08:40:39.657559+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,FORWARD,normal
9,0.9,2026-04-22T08:40:39.657559+00:00,0x18F189A0,135,0,6,0,0,0,0,0,1,,FORWARD,normal
9,0.9,2026-04-22T08:40:39.657559+00:00,0x18F190A0,97,3,1,1,217,0,0,0,1,,FORWARD,normal
10,1.0,2026-04-22T08:40:39.657808+00:00,0x18F181A0,0,2,0,57,92,27,12,2,1,,FORWARD,normal
10,1.0,2026-04-22T08:40:39.657808+00:00,0x18F182A0,159,80,161,120,0,0,0,0,1,,FORWARD,normal
10,1.0,2026-04-22T08:40:39.657808+00:00,0x18F183A0,144,1,76,0,7,4,110,3,1,,FORWARD,normal
10,1.0,2026-04-22T08:40:39.657808+00:00,0x18F184A0,127,101,57,55,87,113,68,58,1,,FORWARD,normal
10,1.0,2026-04-22T08:40:39.657808+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,FORWARD,normal
10,1.0,2026-04-22T08:40:39.657808+00:00,0x18F189A0,136,0,6,0,0,0,0,0,1,,FORWARD,normal
10,1.0,2026-04-22T08:40:39.657808+00:00,0x18F190A0,110,3,1,1,218,0,0,0,1,,FORWARD,normal
11,1.1,2026-04-22T08:40:39.658015+00:00,0x18F181A0,0,2,0,56,92,27,12,2,1,,FORWARD,normal
11,1.1,2026-04-22T08:40:39.658015+00:00,0x18F182A0,156,79,163,119,0,0,0,0,1,,FORWARD,normal
11,1.1,2026-04-22T08:40:39.658015+00:00,0x18F183A0,144,1,77,0,21,4,133,3,1,,FORWARD,normal
11,1.1,2026-04-22T08:40:39.658015+00:00,0x18F184A0,127,101,57,55,87,115,68,58,1,,FORWARD,normal
11,1.1,2026-04-22T08:40:39.658015+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,FORWARD,normal
11,1.1,2026-04-22T08:40:39.658015+00:00,0x18F189A0,136,0,6,0,0,0,0,0,1,,FORWARD,normal
11,1.1,2026-04-22T08:40:39.658015+00:00,0x18F190A0,133,3,1,1,219,0,0,0,1,,FORWARD,normal
12,1.2,2026-04-22T08:40:39.658216+00:00,0x18F181A0,0,2,0,56,92,27,12,2,1,,FORWARD,normal
12,1.2,2026-04-22T08:40:39.658216+00:00,0x18F182A0,158,79,162,119,0,0,0,0,1,,FORWARD,normal
12,1.2,2026-04-22T08:40:39.658216+00:00,0x18F183A0,144,1,78,0,19,4,110,3,1,,FORWARD,normal
12,1.2,2026-04-22T08:40:39.658216+00:00,0x18F184A0,127,101,57,55,87,113,68,58,1,,FORWARD,normal
12,1.2,2026-04-22T08:40:39.658216+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,,FORWARD,normal
12,1.2,2026-04-22T08:40:39.658216+00:00,0x18F189A0,136,0,6,0,0,0,0,0,1,,FORWARD,normal
12,1.2,2026-04-22T08:40:39.658216+00:00,0x18F190A0,110,3,1,1,219,0,0,0,1,,FORWARD,normal
13,1.3,2026-04-22T08:40:39.658557+00:00,0x18F181A0,0,2,0,56,92,27,12,2,1,speed_high,FORWARD,warning
13,1.3,2026-04-22T08:40:39.658557+00:00,0x18F182A0,157,79,163,119,0,0,0,0,1,speed_high,FORWARD,warning
13,1.3,2026-04-22T08:40:39.658557+00:00,0x18F183A0,144,1,79,0,21,4,127,3,1,speed_high,FORWARD,warning
13,1.3,2026-04-22T08:40:39.658557+00:00,0x18F184A0,127,101,57,55,87,113,68,58,1,speed_high,FORWARD,warning
13,1.3,2026-04-22T08:40:39.658557+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,warning
13,1.3,2026-04-22T08:40:39.658557+00:00,0x18F189A0,136,0,5,0,0,0,0,0,1,speed_high,FORWARD,warning
13,1.3,2026-04-22T08:40:39.658557+00:00,0x18F190A0,127,3,1,1,219,0,0,0,1,speed_high,FORWARD,warning
14,1.4,2026-04-22T08:40:39.658782+00:00,0x18F181A0,0,2,0,56,92,27,12,2,1,speed_high,FORWARD,warning
14,1.4,2026-04-22T08:40:39.658782+00:00,0x18F182A0,160,81,161,119,0,0,0,0,1,speed_high,FORWARD,warning
14,1.4,2026-04-22T08:40:39.658782+00:00,0x18F183A0,144,1,81,0,23,4,126,3,1,speed_high,FORWARD,warning
14,1.4,2026-04-22T08:40:39.658782+00:00,0x18F184A0,127,101,57,56,87,113,68,58,1,speed_high,FORWARD,warning
14,1.4,2026-04-22T08:40:39.658782+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,warning
14,1.4,2026-04-22T08:40:39.658782+00:00,0x18F189A0,137,0,7,0,0,0,0,0,1,speed_high,FORWARD,warning
14,1.4,2026-04-22T08:40:39.658782+00:00,0x18F190A0,126,3,1,1,220,0,0,0,1,speed_high,FORWARD,warning
15,1.5,2026-04-22T08:40:39.658991+00:00,0x18F181A0,0,2,0,56,92,27,12,2,1,speed_high,FORWARD,warning
15,1.5,2026-04-22T08:40:39.658991+00:00,0x18F182A0,159,81,161,117,0,0,0,0,1,speed_high,FORWARD,warning
15,1.5,2026-04-22T08:40:39.658991+00:00,0x18F183A0,144,1,82,0,33,4,117,3,1,speed_high,FORWARD,warning
15,1.5,2026-04-22T08:40:39.658991+00:00,0x18F184A0,127,101,56,56,87,113,68,58,1,speed_high,FORWARD,warning
15,1.5,2026-04-22T08:40:39.658991+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,warning
15,1.5,2026-04-22T08:40:39.658991+00:00,0x18F189A0,137,0,6,0,0,0,0,0,1,speed_high,FORWARD,warning
15,1.5,2026-04-22T08:40:39.658991+00:00,0x18F190A0,117,3,1,1,219,0,0,0,1,speed_high,FORWARD,warning
16,1.6,2026-04-22T08:40:39.659199+00:00,0x18F181A0,0,2,0,56,92,27,12,2,1,speed_high,FORWARD,warning
16,1.6,2026-04-22T08:40:39.659199+00:00,0x18F182A0,157,79,162,120,0,0,0,0,1,speed_high,FORWARD,warning
16,1.6,2026-04-22T08:40:39.659199+00:00,0x18F183A0,144,1,84,0,27,4,135,3,1,speed_high,FORWARD,warning
16,1.6,2026-04-22T08:40:39.659199+00:00,0x18F184A0,126,101,56,55,87,113,68,58,1,speed_high,FORWARD,warning
16,1.6,2026-04-22T08:40:39.659199+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,warning
16,1.6,2026-04-22T08:40:39.659199+00:00,0x18F189A0,137,0,7,0,0,0,0,0,1,speed_high,FORWARD,warning
16,1.6,2026-04-22T08:40:39.659199+00:00,0x18F190A0,135,3,1,1,219,0,0,0,1,speed_high,FORWARD,warning
17,1.7,2026-04-22T08:40:39.659403+00:00,0x18F181A0,0,2,0,56,92,27,12,2,1,speed_high,FORWARD,warning
17,1.7,2026-04-22T08:40:39.659403+00:00,0x18F182A0,157,78,162,120,0,0,0,0,1,speed_high,FORWARD,warning
17,1.7,2026-04-22T08:40:39.659403+00:00,0x18F183A0,144,1,86,0,40,4,124,3,1,speed_high,FORWARD,warning
17,1.7,2026-04-22T08:40:39.659403+00:00,0x18F184A0,126,101,56,55,87,114,68,58,1,speed_high,FORWARD,warning
17,1.7,2026-04-22T08:40:39.659403+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,warning
17,1.7,2026-04-22T08:40:39.659403+00:00,0x18F189A0,138,0,6,0,0,0,0,0,1,speed_high,FORWARD,warning
17,1.7,2026-04-22T08:40:39.659403+00:00,0x18F190A0,124,3,1,1,219,0,0,0,1,speed_high,FORWARD,warning
18,1.8,2026-04-22T08:40:39.659605+00:00,0x18F181A0,0,2,0,56,92,27,12,2,1,speed_high,FORWARD,warning
18,1.8,2026-04-22T08:40:39.659605+00:00,0x18F182A0,160,80,161,118,0,0,0,0,1,speed_high,FORWARD,warning
18,1.8,2026-04-22T08:40:39.659605+00:00,0x18F183A0,144,1,87,0,28,4,106,3,1,speed_high,FORWARD,warning
18,1.8,2026-04-22T08:40:39.659605+00:00,0x18F184A0,126,101,56,54,87,115,68,58,1,speed_high,FORWARD,warning
18,1.8,2026-04-22T08:40:39.659605+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,warning
18,1.8,2026-04-22T08:40:39.659605+00:00,0x18F189A0,138,0,7,0,0,0,0,0,1,speed_high,FORWARD,warning
18,1.8,2026-04-22T08:40:39.659605+00:00,0x18F190A0,106,3,1,1,220,0,0,0,1,speed_high,FORWARD,warning
19,1.9,2026-04-22T08:40:39.659806+00:00,0x18F181A0,0,2,0,56,92,27,12,2,1,speed_high,FORWARD,warning
19,1.9,2026-04-22T08:40:39.659806+00:00,0x18F182A0,154,80,161,119,0,0,0,0,1,speed_high,FORWARD,warning
19,1.9,2026-04-22T08:40:39.659806+00:00,0x18F183A0,144,1,88,0,36,4,137,3,1,speed_high,FORWARD,warning
19,1.9,2026-04-22T08:40:39.659806+00:00,0x18F184A0,126,101,56,55,87,113,68,58,1,speed_high,FORWARD,warning
19,1.9,2026-04-22T08:40:39.659806+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,warning
19,1.9,2026-04-22T08:40:39.659806+00:00,0x18F189A0,138,0,7,0,0,0,0,0,1,speed_high,FORWARD,warning
19,1.9,2026-04-22T08:40:39.659806+00:00,0x18F190A0,137,3,1,1,221,0,0,0,1,speed_high,FORWARD,warning
20,2.0,2026-04-22T08:40:39.660008+00:00,0x18F181A0,0,2,0,55,92,27,12,2,1,speed_high,FORWARD,warning
20,2.0,2026-04-22T08:40:39.660008+00:00,0x18F182A0,159,82,162,119,0,0,0,0,1,speed_high,FORWARD,warning
20,2.0,2026-04-22T08:40:39.660008+00:00,0x18F183A0,144,1,88,0,26,4,152,3,1,speed_high,FORWARD,warning
20,2.0,2026-04-22T08:40:39.660008+00:00,0x18F184A0,126,101,56,55,87,113,68,58,1,speed_high,FORWARD,warning
20,2.0,2026-04-22T08:40:39.660008+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,warning
20,2.0,2026-04-22T08:40:39.660008+00:00,0x18F189A0,139,0,6,0,0,0,0,0,1,speed_high,FORWARD,warning
20,2.0,2026-04-22T08:40:39.660008+00:00,0x18F190A0,152,3,1,1,219,0,0,0,1,speed_high,FORWARD,warning
21,2.1,2026-04-22T08:40:39.660211+00:00,0x18F181A0,0,2,0,55,92,27,12,2,1,speed_high,FORWARD,warning
21,2.1,2026-04-22T08:40:39.660211+00:00,0x18F182A0,156,81,162,118,0,0,0,0,1,speed_high,FORWARD,warning
21,2.1,2026-04-22T08:40:39.660211+00:00,0x18F183A0,144,1,88,0,29,4,156,3,1,speed_high,FORWARD,warning
21,2.1,2026-04-22T08:40:39.660211+00:00,0x18F184A0,126,101,56,55,87,114,68,58,1,speed_high,FORWARD,warning
21,2.1,2026-04-22T08:40:39.660211+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,warning
21,2.1,2026-04-22T08:40:39.660211+00:00,0x18F189A0,139,0,6,0,0,0,0,0,1,speed_high,FORWARD,warning
21,2.1,2026-04-22T08:40:39.660211+00:00,0x18F190A0,156,3,1,1,218,0,0,0,1,speed_high,FORWARD,warning
22,2.2,2026-04-22T08:40:39.660411+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
22,2.2,2026-04-22T08:40:39.660411+00:00,0x18F182A0,160,81,161,118,0,0,0,0,1,speed_high,FORWARD,danger
22,2.2,2026-04-22T08:40:39.660411+00:00,0x18F183A0,144,1,90,0,44,4,117,3,1,speed_high,FORWARD,danger
22,2.2,2026-04-22T08:40:39.660411+00:00,0x18F184A0,126,101,56,55,87,113,68,58,1,speed_high,FORWARD,danger
22,2.2,2026-04-22T08:40:39.660411+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
22,2.2,2026-04-22T08:40:39.660411+00:00,0x18F189A0,139,0,6,0,0,0,0,0,1,speed_high,FORWARD,danger
22,2.2,2026-04-22T08:40:39.660411+00:00,0x18F190A0,117,3,1,1,220,0,0,0,1,speed_high,FORWARD,danger
23,2.3,2026-04-22T08:40:39.660610+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
23,2.3,2026-04-22T08:40:39.660610+00:00,0x18F182A0,161,80,162,118,0,0,0,0,1,speed_high,FORWARD,danger
23,2.3,2026-04-22T08:40:39.660610+00:00,0x18F183A0,144,1,92,0,53,4,132,3,1,speed_high,FORWARD,danger
23,2.3,2026-04-22T08:40:39.660610+00:00,0x18F184A0,126,101,56,55,87,114,68,58,1,speed_high,FORWARD,danger
23,2.3,2026-04-22T08:40:39.660610+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
23,2.3,2026-04-22T08:40:39.660610+00:00,0x18F189A0,139,0,6,0,0,0,0,0,1,speed_high,FORWARD,danger
23,2.3,2026-04-22T08:40:39.660610+00:00,0x18F190A0,132,3,1,1,220,0,0,0,1,speed_high,FORWARD,danger
24,2.4,2026-04-22T08:40:39.660814+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
24,2.4,2026-04-22T08:40:39.660814+00:00,0x18F182A0,159,82,161,120,0,0,0,0,1,speed_high,FORWARD,danger
24,2.4,2026-04-22T08:40:39.660814+00:00,0x18F183A0,144,1,92,0,56,4,149,3,1,speed_high,FORWARD,danger
24,2.4,2026-04-22T08:40:39.660814+00:00,0x18F184A0,126,101,56,55,87,114,68,58,1,speed_high,FORWARD,danger
24,2.4,2026-04-22T08:40:39.660814+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
24,2.4,2026-04-22T08:40:39.660814+00:00,0x18F189A0,139,0,7,0,0,0,0,0,1,speed_high,FORWARD,danger
24,2.4,2026-04-22T08:40:39.660814+00:00,0x18F190A0,149,3,1,1,220,0,0,0,1,speed_high,FORWARD,danger
25,2.5,2026-04-22T08:40:39.661089+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
25,2.5,2026-04-22T08:40:39.661089+00:00,0x18F182A0,160,83,161,120,0,0,0,0,1,speed_high,FORWARD,danger
25,2.5,2026-04-22T08:40:39.661089+00:00,0x18F183A0,144,1,93,0,51,4,145,3,1,speed_high,FORWARD,danger
25,2.5,2026-04-22T08:40:39.661089+00:00,0x18F184A0,126,101,56,55,87,111,68,58,1,speed_high,FORWARD,danger
25,2.5,2026-04-22T08:40:39.661089+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
25,2.5,2026-04-22T08:40:39.661089+00:00,0x18F189A0,140,0,6,0,0,0,0,0,1,speed_high,FORWARD,danger
25,2.5,2026-04-22T08:40:39.661089+00:00,0x18F190A0,145,3,1,1,218,0,0,0,1,speed_high,FORWARD,danger
26,2.6,2026-04-22T08:40:39.661298+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
26,2.6,2026-04-22T08:40:39.661298+00:00,0x18F182A0,158,81,162,119,0,0,0,0,1,speed_high,FORWARD,danger
26,2.6,2026-04-22T08:40:39.661298+00:00,0x18F183A0,144,1,94,0,47,4,135,3,1,speed_high,FORWARD,danger
26,2.6,2026-04-22T08:40:39.661298+00:00,0x18F184A0,126,101,56,55,87,115,68,58,1,speed_high,FORWARD,danger
26,2.6,2026-04-22T08:40:39.661298+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
26,2.6,2026-04-22T08:40:39.661298+00:00,0x18F189A0,140,0,7,0,0,0,0,0,1,speed_high,FORWARD,danger
26,2.6,2026-04-22T08:40:39.661298+00:00,0x18F190A0,135,3,1,1,221,0,0,0,1,speed_high,FORWARD,danger
27,2.7,2026-04-22T08:40:39.661498+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
27,2.7,2026-04-22T08:40:39.661498+00:00,0x18F182A0,160,82,161,119,0,0,0,0,1,speed_high,FORWARD,danger
27,2.7,2026-04-22T08:40:39.661498+00:00,0x18F183A0,144,1,94,0,61,4,148,3,1,speed_high,FORWARD,danger
27,2.7,2026-04-22T08:40:39.661498+00:00,0x18F184A0,126,101,56,55,87,113,68,58,1,speed_high,FORWARD,danger
27,2.7,2026-04-22T08:40:39.661498+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
27,2.7,2026-04-22T08:40:39.661498+00:00,0x18F189A0,140,0,7,0,0,0,0,0,1,speed_high,FORWARD,danger
27,2.7,2026-04-22T08:40:39.661498+00:00,0x18F190A0,148,3,1,1,221,0,0,0,1,speed_high,FORWARD,danger
28,2.8,2026-04-22T08:40:39.661719+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
28,2.8,2026-04-22T08:40:39.661719+00:00,0x18F182A0,155,81,161,118,0,0,0,0,1,speed_high,FORWARD,danger
28,2.8,2026-04-22T08:40:39.661719+00:00,0x18F183A0,144,1,96,0,65,4,128,3,1,speed_high,FORWARD,danger
28,2.8,2026-04-22T08:40:39.661719+00:00,0x18F184A0,126,101,56,55,87,112,68,58,1,speed_high,FORWARD,danger
28,2.8,2026-04-22T08:40:39.661719+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
28,2.8,2026-04-22T08:40:39.661719+00:00,0x18F189A0,141,0,7,0,0,0,0,0,1,speed_high,FORWARD,danger
28,2.8,2026-04-22T08:40:39.661719+00:00,0x18F190A0,128,3,1,1,220,0,0,0,1,speed_high,FORWARD,danger
29,2.9,2026-04-22T08:40:39.661922+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
29,2.9,2026-04-22T08:40:39.661922+00:00,0x18F182A0,160,82,160,119,0,0,0,0,1,speed_high,FORWARD,danger
29,2.9,2026-04-22T08:40:39.661922+00:00,0x18F183A0,144,1,98,0,64,4,127,3,1,speed_high,FORWARD,danger
29,2.9,2026-04-22T08:40:39.661922+00:00,0x18F184A0,126,101,56,56,87,112,68,58,1,speed_high,FORWARD,danger
29,2.9,2026-04-22T08:40:39.661922+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
29,2.9,2026-04-22T08:40:39.661922+00:00,0x18F189A0,141,0,6,0,0,0,0,0,1,speed_high,FORWARD,danger
29,2.9,2026-04-22T08:40:39.661922+00:00,0x18F190A0,127,3,1,1,218,0,0,0,1,speed_high,FORWARD,danger
30,3.0,2026-04-22T08:40:39.662121+00:00,0x18F181A0,115,2,0,55,92,27,12,2,1,speed_high,FORWARD,danger
30,3.0,2026-04-22T08:40:39.662121+00:00,0x18F182A0,157,82,161,119,0,0,0,0,1,speed_high,FORWARD,danger
30,3.0,2026-04-22T08:40:39.662121+00:00,0x18F183A0,144,1,99,0,53,4,142,3,1,speed_high,FORWARD,danger
30,3.0,2026-04-22T08:40:39.662121+00:00,0x18F184A0,126,101,56,55,87,113,68,58,1,speed_high,FORWARD,danger
30,3.0,2026-04-22T08:40:39.662121+00:00,0x18F185A0,255,255,0,0,96,41,0,0,1,speed_high,FORWARD,danger
30,3.0,2026-04-22T08:40:39.662121+00:00,0x18F189A0,141,0,7,0,0,0,0,0,1,speed_high,FORWARD,danger
