序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
890,接收,1,2026-04-24 15:39:46.957.247,0.026511,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
891,接收,1,2026-04-24 15:39:46.959.075,0.001828,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 58 12 f0
892,接收,1,2026-04-24 15:39:46.989.161,0.030086,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
893,接收,1,2026-04-24 15:39:47.006.265,0.017104,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 6e
894,接收,1,2026-04-24 15:39:47.059.078,0.052813,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 53 12 f0
895,接收,1,2026-04-24 15:39:47.089.156,0.030078,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
896,接收,1,2026-04-24 15:39:47.094.264,0.005108,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 6e
897,接收,1,2026-04-24 15:39:47.159.073,0.064809,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 52 12 f0
898,接收,1,2026-04-24 15:39:47.182.260,0.023187,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 6f
899,接收,1,2026-04-24 15:39:47.193.696,0.011436,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
900,接收,1,2026-04-24 15:39:47.259.092,0.065396,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 50 12 f0
901,接收,1,2026-04-24 15:39:47.270.256,0.011164,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 6f
902,接收,1,2026-04-24 15:39:47.358.253,0.087997,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 70
903,接收,1,2026-04-24 15:39:47.359.114,0.000861,731,报文帧,数据帧,标准帧,CAN,1,05
904,接收,1,2026-04-24 15:39:47.359.345,0.000231,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 4f 12 f0
905,接收,1,2026-04-24 15:39:47.361.669,0.002324,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
906,接收,1,2026-04-24 15:39:47.393.683,0.032014,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
907,接收,1,2026-04-24 15:39:47.422.635,0.028952,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 29 57 19 00 00
908,接收,1,2026-04-24 15:39:47.423.199,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 9f 00 80 00
909,接收,1,2026-04-24 15:39:47.423.776,0.000577,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 21 03 6c 01
910,接收,1,2026-04-24 15:39:47.424.332,0.000556,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2f 00
911,接收,1,2026-04-24 15:39:47.424.900,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 30 2a 00 00
912,接收,1,2026-04-24 15:39:47.425.461,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
913,接收,1,2026-04-24 15:39:47.426.021,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
914,接收,1,2026-04-24 15:39:47.426.585,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
915,接收,1,2026-04-24 15:39:47.427.153,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 02 15 00
916,接收,1,2026-04-24 15:39:47.427.721,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
917,接收,1,2026-04-24 15:39:47.428.302,0.000581,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
918,接收,1,2026-04-24 15:39:47.446.249,0.017947,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 70
919,接收,1,2026-04-24 15:39:47.459.118,0.012869,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 50 12 f0
920,接收,1,2026-04-24 15:39:47.493.680,0.034562,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
921,接收,1,2026-04-24 15:39:47.534.247,0.040567,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 71
922,接收,1,2026-04-24 15:39:47.559.115,0.024868,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 54 12 f0
923,接收,1,2026-04-24 15:39:47.593.673,0.034558,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
924,接收,1,2026-04-24 15:39:47.622.244,0.028571,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 71
925,接收,1,2026-04-24 15:39:47.659.113,0.036869,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 56 12 f0
926,接收,1,2026-04-24 15:39:47.710.244,0.051131,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 72
927,接收,1,2026-04-24 15:39:47.759.133,0.048889,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 54 12 f0
928,接收,1,2026-04-24 15:39:47.761.644,0.002511,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
929,接收,1,2026-04-24 15:39:47.789.115,0.027471,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
930,接收,1,2026-04-24 15:39:47.798.238,0.009123,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 72
931,接收,1,2026-04-24 15:39:47.859.131,0.060893,731,报文帧,数据帧,标准帧,CAN,1,05
932,接收,1,2026-04-24 15:39:47.859.363,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 51 12 f0
933,接收,1,2026-04-24 15:39:47.886.234,0.026871,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 72
934,接收,1,2026-04-24 15:39:47.893.654,0.007420,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
935,接收,1,2026-04-24 15:39:47.922.630,0.028976,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 29 57 19 00 00
936,接收,1,2026-04-24 15:39:47.923.194,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 9f 00 80 00
937,接收,1,2026-04-24 15:39:47.923.770,0.000576,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 22 03 6c 01
938,接收,1,2026-04-24 15:39:47.924.330,0.000560,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2f 00
939,接收,1,2026-04-24 15:39:47.924.898,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 30 2a 00 00
940,接收,1,2026-04-24 15:39:47.925.458,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
941,接收,1,2026-04-24 15:39:47.926.018,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
942,接收,1,2026-04-24 15:39:47.926.583,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
943,接收,1,2026-04-24 15:39:47.927.151,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 02 15 00
944,接收,1,2026-04-24 15:39:47.927.719,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
945,接收,1,2026-04-24 15:39:47.928.299,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 29 57 19 00 00
946,接收,1,2026-04-24 15:39:47.928.780,0.000481,182,报文帧,数据帧,标准帧,CAN,8,01 00 9f 00 1a 00 80 00
947,接收,1,2026-04-24 15:39:47.929.268,0.000488,183,报文帧,数据帧,标准帧,CAN,8,00 00 4a 00 47 00 57 00
948,接收,1,2026-04-24 15:39:47.929.748,0.000480,184,报文帧,数据帧,标准帧,CAN,8,19 00 22 03 6c 01 00 00
949,接收,1,2026-04-24 15:39:47.930.228,0.000480,185,报文帧,数据帧,标准帧,CAN,8,02 02 00 00 00 02 5f 19
950,接收,1,2026-04-24 15:39:47.930.712,0.000484,186,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 03 00 00 00
951,接收,1,2026-04-24 15:39:47.959.157,0.028445,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 52 12 f0
952,接收,1,2026-04-24 15:39:47.974.232,0.015075,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 73
953,接收,1,2026-04-24 15:39:47.993.647,0.019415,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
954,接收,1,2026-04-24 15:39:48.059.148,0.065501,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 54 12 f0
955,接收,1,2026-04-24 15:39:48.062.232,0.003084,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 73
956,接收,1,2026-04-24 15:39:48.150.229,0.087997,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 74
957,接收,1,2026-04-24 15:39:48.159.150,0.008921,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 56 12 f0
958,接收,1,2026-04-24 15:39:48.161.622,0.002472,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
959,接收,1,2026-04-24 15:39:48.189.088,0.027466,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
960,接收,1,2026-04-24 15:39:48.238.226,0.049138,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 74
961,接收,1,2026-04-24 15:39:48.259.167,0.020941,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 56 12 f0
962,接收,1,2026-04-24 15:39:48.289.081,0.029914,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
963,接收,1,2026-04-24 15:39:48.326.224,0.037143,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 75
964,接收,1,2026-04-24 15:39:48.359.169,0.032945,731,报文帧,数据帧,标准帧,CAN,1,05
965,接收,1,2026-04-24 15:39:48.359.401,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 56 12 f0
966,接收,1,2026-04-24 15:39:48.393.623,0.034222,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
967,接收,1,2026-04-24 15:39:48.414.218,0.020595,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 75
968,接收,1,2026-04-24 15:39:48.422.622,0.008404,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 29 57 19 00 00
969,接收,1,2026-04-24 15:39:48.423.187,0.000565,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 9f 00 80 00
970,接收,1,2026-04-24 15:39:48.423.763,0.000576,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 1f 03 6c 01
971,接收,1,2026-04-24 15:39:48.424.323,0.000560,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2f 00
972,接收,1,2026-04-24 15:39:48.424.892,0.000569,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 30 2a 00 00
973,接收,1,2026-04-24 15:39:48.425.452,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
974,接收,1,2026-04-24 15:39:48.426.012,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
975,接收,1,2026-04-24 15:39:48.426.576,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
976,接收,1,2026-04-24 15:39:48.427.145,0.000569,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 02 15 00
977,接收,1,2026-04-24 15:39:48.427.713,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
978,接收,1,2026-04-24 15:39:48.428.293,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
979,接收,1,2026-04-24 15:39:48.459.170,0.030877,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 58 12 f0
980,接收,1,2026-04-24 15:39:48.502.216,0.043046,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 75
981,接收,1,2026-04-24 15:39:48.559.193,0.056977,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 56 12 f0
982,接收,1,2026-04-24 15:39:48.561.597,0.002404,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
983,接收,1,2026-04-24 15:39:48.589.063,0.027466,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
984,接收,1,2026-04-24 15:39:48.590.215,0.001152,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 76
985,接收,1,2026-04-24 15:39:48.659.185,0.068970,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 56 12 f0
986,接收,1,2026-04-24 15:39:48.678.212,0.019027,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 76
987,接收,1,2026-04-24 15:39:48.689.056,0.010844,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
988,接收,1,2026-04-24 15:39:48.759.209,0.070153,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 56 12 f0
989,接收,1,2026-04-24 15:39:48.766.209,0.007000,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 77
990,接收,1,2026-04-24 15:39:48.789.052,0.022843,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
991,接收,1,2026-04-24 15:39:48.854.205,0.065153,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 77
992,接收,1,2026-04-24 15:39:48.859.202,0.004997,731,报文帧,数据帧,标准帧,CAN,1,05
993,接收,1,2026-04-24 15:39:48.859.434,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 56 12 f0
994,接收,1,2026-04-24 15:39:48.922.614,0.063180,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 29 57 19 00 00
995,接收,1,2026-04-24 15:39:48.923.178,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 9f 00 80 00
996,接收,1,2026-04-24 15:39:48.923.754,0.000576,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 23 03 6c 01
997,接收,1,2026-04-24 15:39:48.924.310,0.000556,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2f 00
998,接收,1,2026-04-24 15:39:48.924.879,0.000569,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 30 2a 00 00
999,接收,1,2026-04-24 15:39:48.925.439,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
1000,接收,1,2026-04-24 15:39:48.925.999,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1001,接收,1,2026-04-24 15:39:48.926.563,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
1002,接收,1,2026-04-24 15:39:48.927.131,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 02 15 00
1003,接收,1,2026-04-24 15:39:48.927.700,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1004,接收,1,2026-04-24 15:39:48.928.280,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 29 57 19 00 00
1005,接收,1,2026-04-24 15:39:48.928.760,0.000480,182,报文帧,数据帧,标准帧,CAN,8,01 00 9f 00 1a 00 80 00
1006,接收,1,2026-04-24 15:39:48.929.248,0.000488,183,报文帧,数据帧,标准帧,CAN,8,00 00 4a 00 47 00 57 00
1007,接收,1,2026-04-24 15:39:48.929.728,0.000480,184,报文帧,数据帧,标准帧,CAN,8,19 00 23 03 6c 01 00 00
1008,接收,1,2026-04-24 15:39:48.930.208,0.000480,185,报文帧,数据帧,标准帧,CAN,8,02 02 00 00 00 02 5f 19
1009,接收,1,2026-04-24 15:39:48.930.693,0.000485,186,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 03 00 00 00
1010,接收,1,2026-04-24 15:39:48.942.204,0.011511,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 78
1011,接收,1,2026-04-24 15:39:48.957.124,0.014920,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1012,接收,1,2026-04-24 15:39:48.959.207,0.002083,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 58 12 f0
1013,接收,1,2026-04-24 15:39:48.989.038,0.029831,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1014,接收,1,2026-04-24 15:39:49.030.200,0.041162,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 78
1015,接收,1,2026-04-24 15:39:49.059.237,0.029037,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 58 12 f0
1016,接收,1,2026-04-24 15:39:49.089.031,0.029794,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1017,接收,1,2026-04-24 15:39:49.118.198,0.029167,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 79
1018,接收,1,2026-04-24 15:39:49.159.231,0.041033,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 58 12 f0
1019,接收,1,2026-04-24 15:39:49.193.576,0.034345,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1020,接收,1,2026-04-24 15:39:49.206.192,0.012616,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 79
1021,接收,1,2026-04-24 15:39:49.259.229,0.053037,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 56 12 f0
1022,接收,1,2026-04-24 15:39:49.294.192,0.034963,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 79
1023,接收,1,2026-04-24 15:39:49.359.249,0.065057,731,报文帧,数据帧,标准帧,CAN,1,05
1024,接收,1,2026-04-24 15:39:49.359.481,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 56 12 f0
1025,接收,1,2026-04-24 15:39:49.361.549,0.002068,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1026,接收,1,2026-04-24 15:39:49.382.188,0.020639,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 7a
1027,接收,1,2026-04-24 15:39:49.389.016,0.006828,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1028,接收,1,2026-04-24 15:39:49.422.608,0.033592,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 29 57 19 00 00
1029,接收,1,2026-04-24 15:39:49.423.172,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 9f 00 80 00
1030,接收,1,2026-04-24 15:39:49.423.748,0.000576,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 21 03 6c 01
1031,接收,1,2026-04-24 15:39:49.424.304,0.000556,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2f 00
1032,接收,1,2026-04-24 15:39:49.424.872,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 30 2a 00 00
1033,接收,1,2026-04-24 15:39:49.425.433,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
1034,接收,1,2026-04-24 15:39:49.425.993,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1035,接收,1,2026-04-24 15:39:49.426.557,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
1036,接收,1,2026-04-24 15:39:49.427.125,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 02 15 00
1037,接收,1,2026-04-24 15:39:49.427.694,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1038,接收,1,2026-04-24 15:39:49.428.274,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
1039,接收,1,2026-04-24 15:39:49.459.254,0.030980,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 54 12 f0
1040,接收,1,2026-04-24 15:39:49.470.186,0.010932,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 7a
1041,接收,1,2026-04-24 15:39:49.489.009,0.018823,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1042,接收,1,2026-04-24 15:39:49.558.183,0.069174,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 7b
1043,接收,1,2026-04-24 15:39:49.559.251,0.001068,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 52 12 f0
1044,接收,1,2026-04-24 15:39:49.593.549,0.034298,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1045,接收,1,2026-04-24 15:39:49.646.179,0.052630,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 7b
1046,接收,1,2026-04-24 15:39:49.659.268,0.013089,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 54 12 f0
1047,接收,1,2026-04-24 15:39:49.734.177,0.074909,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 7c
1048,接收,1,2026-04-24 15:39:49.759.266,0.025089,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 57 12 f0
1049,接收,1,2026-04-24 15:39:49.761.522,0.002256,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1050,接收,1,2026-04-24 15:39:49.793.536,0.032014,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1051,接收,1,2026-04-24 15:39:49.822.175,0.028639,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 7c
1052,接收,1,2026-04-24 15:39:49.859.288,0.037113,731,报文帧,数据帧,标准帧,CAN,1,05
1053,接收,1,2026-04-24 15:39:49.859.520,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 5d 12 f0
1054,接收,1,2026-04-24 15:39:49.893.530,0.034010,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1055,接收,1,2026-04-24 15:39:49.910.169,0.016639,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 7d
1056,接收,1,2026-04-24 15:39:49.922.598,0.012429,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 29 57 19 00 00
1057,接收,1,2026-04-24 15:39:49.923.162,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 9f 00 80 00
1058,接收,1,2026-04-24 15:39:49.923.738,0.000576,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 1f 03 6c 01
1059,接收,1,2026-04-24 15:39:49.924.299,0.000561,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2f 00
1060,接收,1,2026-04-24 15:39:49.924.867,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 30 2a 00 00
1061,接收,1,2026-04-24 15:39:49.925.426,0.000559,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
1062,接收,1,2026-04-24 15:39:49.925.987,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1063,接收,1,2026-04-24 15:39:49.926.551,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
1064,接收,1,2026-04-24 15:39:49.927.120,0.000569,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 02 15 00
1065,接收,1,2026-04-24 15:39:49.927.688,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1066,接收,1,2026-04-24 15:39:49.928.268,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 29 57 19 00 00
1067,接收,1,2026-04-24 15:39:49.928.748,0.000480,182,报文帧,数据帧,标准帧,CAN,8,01 00 9f 00 1a 00 80 00
1068,接收,1,2026-04-24 15:39:49.929.236,0.000488,183,报文帧,数据帧,标准帧,CAN,8,00 00 4a 00 47 00 57 00
1069,接收,1,2026-04-24 15:39:49.929.716,0.000480,184,报文帧,数据帧,标准帧,CAN,8,19 00 1f 03 6c 01 00 00
1070,接收,1,2026-04-24 15:39:49.930.205,0.000489,185,报文帧,数据帧,标准帧,CAN,8,02 02 00 00 00 02 5f 19
1071,接收,1,2026-04-24 15:39:49.930.689,0.000484,186,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 03 00 00 00
1072,接收,1,2026-04-24 15:39:49.959.293,0.028604,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 5b 12 f0
1073,接收,1,2026-04-24 15:39:49.993.527,0.034234,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1074,接收,1,2026-04-24 15:39:49.998.166,0.004639,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 7d
1075,接收,1,2026-04-24 15:39:50.059.288,0.061122,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 58 12 f0
1076,接收,1,2026-04-24 15:39:50.086.167,0.026879,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 7d
1077,接收,1,2026-04-24 15:39:50.159.312,0.073145,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 59 12 f0
1078,接收,1,2026-04-24 15:39:50.161.500,0.002188,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1079,接收,1,2026-04-24 15:39:50.174.163,0.012663,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 7e
1080,接收,1,2026-04-24 15:39:50.188.967,0.014804,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1081,接收,1,2026-04-24 15:39:50.259.307,0.070340,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 5f 12 f0
1082,接收,1,2026-04-24 15:39:50.262.159,0.002852,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 7e
1083,接收,1,2026-04-24 15:39:50.288.958,0.026799,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1084,接收,1,2026-04-24 15:39:50.350.156,0.061198,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 7f
1085,接收,1,2026-04-24 15:39:50.359.329,0.009173,731,报文帧,数据帧,标准帧,CAN,1,05
1086,接收,1,2026-04-24 15:39:50.359.561,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 5c 12 f0
1087,接收,1,2026-04-24 15:39:50.393.503,0.033942,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1088,接收,1,2026-04-24 15:39:50.422.591,0.029088,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 29 57 19 00 00
1089,接收,1,2026-04-24 15:39:50.423.155,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 9f 00 80 00
