序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
14517,接收,1,2026-05-05 12:57:34.190.484,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,8c 10 00 00 87 72 00 00
14518,接收,1,2026-05-05 12:57:34.191.049,0.000565,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 39 3d
14519,接收,1,2026-05-05 12:57:34.191.605,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
14520,接收,1,2026-05-05 12:57:34.192.170,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
14521,接收,1,2026-05-05 12:57:34.192.739,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
14522,接收,1,2026-05-05 12:57:34.193.319,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 27 4e 19 00 00
14523,接收,1,2026-05-05 12:57:34.193.804,0.000485,182,报文帧,数据帧,标准帧,CAN,8,95 00 97 00 43 00 7c 00
14524,接收,1,2026-05-05 12:57:34.194.281,0.000477,183,报文帧,数据帧,标准帧,CAN,8,00 00 5e 00 5a 00 64 00
14525,接收,1,2026-05-05 12:57:34.194.769,0.000488,184,报文帧,数据帧,标准帧,CAN,8,e6 0a 6b 07 04 02 19 01
14526,接收,1,2026-05-05 12:57:34.195.238,0.000469,185,报文帧,数据帧,标准帧,CAN,8,e6 0a 2a 00 00 02 39 3d
14527,接收,1,2026-05-05 12:57:34.195.703,0.000465,186,报文帧,数据帧,标准帧,CAN,8,8c 10 00 00 87 72 00 00
14528,接收,1,2026-05-05 12:57:34.196.179,0.000476,191,报文帧,数据帧,标准帧,CAN,8,2a 03 00 00 00 00 00 00
14529,接收,1,2026-05-05 12:57:34.239.918,0.043739,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
14530,接收,1,2026-05-05 12:57:34.247.450,0.007532,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14531,接收,1,2026-05-05 12:57:34.335.068,0.087618,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
14532,接收,1,2026-05-05 12:57:34.380.118,0.045050,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14533,接收,1,2026-05-05 12:57:34.430.224,0.050106,11,报文帧,数据帧,标准帧,CAN,8,dd 80 00 00 00 00 00 00
14534,接收,1,2026-05-05 12:57:34.447.439,0.017215,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14535,接收,1,2026-05-05 12:57:34.520.988,0.073549,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
14536,接收,1,2026-05-05 12:57:34.551.983,0.030995,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14537,接收,1,2026-05-05 12:57:34.616.121,0.064138,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
14538,接收,1,2026-05-05 12:57:34.688.225,0.072104,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 27 4e 19 00 00
14539,接收,1,2026-05-05 12:57:34.688.794,0.000569,18f182a0,报文帧,数据帧,扩展帧,CAN,8,95 00 42 00 97 00 7c 00
14540,接收,1,2026-05-05 12:57:34.689.355,0.000561,18f183a0,报文帧,数据帧,扩展帧,CAN,8,e6 0a 0a 00 6e 07 00 02
14541,接收,1,2026-05-05 12:57:34.689.915,0.000560,18f184a0,报文帧,数据帧,扩展帧,CAN,8,19 01 36 00 32 00 3c 00
14542,接收,1,2026-05-05 12:57:34.690.476,0.000561,18f185a0,报文帧,数据帧,扩展帧,CAN,8,8c 10 00 00 87 72 00 00
14543,接收,1,2026-05-05 12:57:34.691.041,0.000565,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 3a 3c
14544,接收,1,2026-05-05 12:57:34.691.601,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
14545,接收,1,2026-05-05 12:57:34.692.166,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
14546,接收,1,2026-05-05 12:57:34.692.734,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
14547,接收,1,2026-05-05 12:57:34.693.315,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 27 4e 19 00 00
14548,接收,1,2026-05-05 12:57:34.693.800,0.000485,182,报文帧,数据帧,标准帧,CAN,8,95 00 97 00 42 00 7c 00
14549,接收,1,2026-05-05 12:57:34.694.276,0.000476,183,报文帧,数据帧,标准帧,CAN,8,00 00 5e 00 5a 00 64 00
14550,接收,1,2026-05-05 12:57:34.694.765,0.000489,184,报文帧,数据帧,标准帧,CAN,8,e6 0a 6e 07 00 02 19 01
14551,接收,1,2026-05-05 12:57:34.695.234,0.000469,185,报文帧,数据帧,标准帧,CAN,8,e6 0a 2a 00 00 02 3a 3c
14552,接收,1,2026-05-05 12:57:34.695.698,0.000464,186,报文帧,数据帧,标准帧,CAN,8,8c 10 00 00 87 72 00 00
14553,接收,1,2026-05-05 12:57:34.696.175,0.000477,191,报文帧,数据帧,标准帧,CAN,8,2a 03 00 00 00 00 00 00
14554,接收,1,2026-05-05 12:57:34.699.891,0.003716,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14555,接收,1,2026-05-05 12:57:34.711.280,0.011389,11,报文帧,数据帧,标准帧,CAN,8,dd 80 00 00 00 00 00 00
14556,接收,1,2026-05-05 12:57:34.751.974,0.040694,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14557,接收,1,2026-05-05 12:57:34.801.888,0.049914,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
14558,接收,1,2026-05-05 12:57:34.860.301,0.058413,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14559,接收,1,2026-05-05 12:57:34.897.002,0.036701,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
14560,接收,1,2026-05-05 12:57:34.951.963,0.054961,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14561,接收,1,2026-05-05 12:57:34.992.239,0.040276,11,报文帧,数据帧,标准帧,CAN,8,dd 80 00 00 00 00 00 00
14562,接收,1,2026-05-05 12:57:35.051.956,0.059717,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14563,接收,1,2026-05-05 12:57:35.082.838,0.030882,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
14564,接收,1,2026-05-05 12:57:35.178.018,0.095180,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
14565,接收,1,2026-05-05 12:57:35.180.178,0.002160,18d,报文帧,数据帧,标准帧,CAN,8,28 00 00 00 00 00 00 00
14566,接收,1,2026-05-05 12:57:35.188.215,0.008037,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 27 4e 19 00 00
14567,接收,1,2026-05-05 12:57:35.188.784,0.000569,18f182a0,报文帧,数据帧,扩展帧,CAN,8,95 00 43 00 97 00 7c 00
14568,接收,1,2026-05-05 12:57:35.189.341,0.000557,18f183a0,报文帧,数据帧,扩展帧,CAN,8,f3 0a 0a 00 6f 07 04 02
14569,接收,1,2026-05-05 12:57:35.189.897,0.000556,18f184a0,报文帧,数据帧,扩展帧,CAN,8,19 01 36 00 32 00 3d 00
14570,接收,1,2026-05-05 12:57:35.190.458,0.000561,18f185a0,报文帧,数据帧,扩展帧,CAN,8,90 10 00 00 88 72 00 00
14571,接收,1,2026-05-05 12:57:35.191.018,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 3a 3d
14572,接收,1,2026-05-05 12:57:35.191.575,0.000557,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
14573,接收,1,2026-05-05 12:57:35.192.140,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
14574,接收,1,2026-05-05 12:57:35.192.708,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
14575,接收,1,2026-05-05 12:57:35.193.289,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 27 4e 19 00 00
14576,接收,1,2026-05-05 12:57:35.193.774,0.000485,182,报文帧,数据帧,标准帧,CAN,8,95 00 97 00 43 00 7c 00
14577,接收,1,2026-05-05 12:57:35.194.250,0.000476,183,报文帧,数据帧,标准帧,CAN,8,00 00 5e 00 5a 00 65 00
14578,接收,1,2026-05-05 12:57:35.194.735,0.000485,184,报文帧,数据帧,标准帧,CAN,8,f3 0a 6f 07 04 02 19 01
14579,接收,1,2026-05-05 12:57:35.195.203,0.000468,185,报文帧,数据帧,标准帧,CAN,8,f3 0a 2a 00 00 02 3a 3d
14580,接收,1,2026-05-05 12:57:35.195.664,0.000461,186,报文帧,数据帧,标准帧,CAN,8,90 10 00 00 88 72 00 00
14581,接收,1,2026-05-05 12:57:35.196.141,0.000477,191,报文帧,数据帧,标准帧,CAN,8,6f 03 00 00 00 00 00 00
14582,接收,1,2026-05-05 12:57:35.251.946,0.055805,18d,报文帧,数据帧,标准帧,CAN,8,28 00 00 00 00 00 01 00
14583,接收,1,2026-05-05 12:57:35.268.730,0.016784,11,报文帧,数据帧,标准帧,CAN,8,dd 80 00 00 00 00 00 00
14584,接收,1,2026-05-05 12:57:35.351.942,0.083212,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14585,接收,1,2026-05-05 12:57:35.363.760,0.011818,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
14586,接收,1,2026-05-05 12:57:35.458.973,0.095213,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
14587,接收,1,2026-05-05 12:57:35.499.955,0.040982,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14588,接收,1,2026-05-05 12:57:35.549.817,0.049862,11,报文帧,数据帧,标准帧,CAN,8,1f 81 00 00 00 00 00 00
14589,接收,1,2026-05-05 12:57:35.551.929,0.002112,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14590,接收,1,2026-05-05 12:57:35.644.802,0.092873,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
14591,接收,1,2026-05-05 12:57:35.660.153,0.015351,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14592,接收,1,2026-05-05 12:57:35.688.206,0.028053,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 27 4e 19 00 00
14593,接收,1,2026-05-05 12:57:35.688.774,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,95 00 4a 00 96 00 7c 00
14594,接收,1,2026-05-05 12:57:35.689.334,0.000560,18f183a0,报文帧,数据帧,扩展帧,CAN,8,f3 0a 0a 00 b8 07 04 02
14595,接收,1,2026-05-05 12:57:35.689.887,0.000553,18f184a0,报文帧,数据帧,扩展帧,CAN,8,19 01 36 00 32 00 3d 00
14596,接收,1,2026-05-05 12:57:35.690.448,0.000561,18f185a0,报文帧,数据帧,扩展帧,CAN,8,90 10 00 00 88 72 00 00
14597,接收,1,2026-05-05 12:57:35.691.008,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 3a 3d
14598,接收,1,2026-05-05 12:57:35.691.565,0.000557,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
14599,接收,1,2026-05-05 12:57:35.692.130,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
14600,接收,1,2026-05-05 12:57:35.692.698,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
14601,接收,1,2026-05-05 12:57:35.693.279,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 27 4e 19 00 00
14602,接收,1,2026-05-05 12:57:35.693.764,0.000485,182,报文帧,数据帧,标准帧,CAN,8,95 00 96 00 4a 00 7c 00
14603,接收,1,2026-05-05 12:57:35.694.244,0.000480,183,报文帧,数据帧,标准帧,CAN,8,00 00 5e 00 5a 00 65 00
14604,接收,1,2026-05-05 12:57:35.694.729,0.000485,184,报文帧,数据帧,标准帧,CAN,8,f3 0a b8 07 04 02 19 01
14605,接收,1,2026-05-05 12:57:35.695.193,0.000464,185,报文帧,数据帧,标准帧,CAN,8,f3 0a 2a 00 00 02 3a 3d
14606,接收,1,2026-05-05 12:57:35.695.654,0.000461,186,报文帧,数据帧,标准帧,CAN,8,90 10 00 00 88 72 00 00
14607,接收,1,2026-05-05 12:57:35.696.131,0.000477,191,报文帧,数据帧,标准帧,CAN,8,6f 03 00 00 00 00 00 00
14608,接收,1,2026-05-05 12:57:35.739.930,0.043799,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
14609,接收,1,2026-05-05 12:57:35.751.922,0.011992,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14610,接收,1,2026-05-05 12:57:35.830.773,0.078851,11,报文帧,数据帧,标准帧,CAN,8,1f 81 00 00 00 00 00 00
14611,接收,1,2026-05-05 12:57:35.851.912,0.021139,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14612,接收,1,2026-05-05 12:57:35.925.777,0.073865,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
14613,接收,1,2026-05-05 12:57:35.980.135,0.054358,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14614,接收,1,2026-05-05 12:57:36.020.902,0.040767,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
14615,接收,1,2026-05-05 12:57:36.051.905,0.031003,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14616,接收,1,2026-05-05 12:57:36.111.645,0.059740,11,报文帧,数据帧,标准帧,CAN,8,1f 81 00 00 00 00 00 00
14617,接收,1,2026-05-05 12:57:36.151.899,0.040254,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14618,接收,1,2026-05-05 12:57:36.188.195,0.036296,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 27 4e 19 00 00
14619,接收,1,2026-05-05 12:57:36.188.764,0.000569,18f182a0,报文帧,数据帧,扩展帧,CAN,8,95 00 43 00 96 00 7c 00
14620,接收,1,2026-05-05 12:57:36.189.328,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,d9 0a 0a 00 d6 07 04 02
14621,接收,1,2026-05-05 12:57:36.189.881,0.000553,18f184a0,报文帧,数据帧,扩展帧,CAN,8,21 01 36 00 32 00 3c 00
14622,接收,1,2026-05-05 12:57:36.190.441,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,90 10 00 00 89 72 00 00
14623,接收,1,2026-05-05 12:57:36.191.002,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 3a 3c
14624,接收,1,2026-05-05 12:57:36.191.563,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
14625,接收,1,2026-05-05 12:57:36.192.127,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
14626,接收,1,2026-05-05 12:57:36.192.696,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
14627,接收,1,2026-05-05 12:57:36.193.277,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 27 4e 19 00 00
14628,接收,1,2026-05-05 12:57:36.193.761,0.000484,182,报文帧,数据帧,标准帧,CAN,8,95 00 96 00 43 00 7c 00
14629,接收,1,2026-05-05 12:57:36.194.246,0.000485,183,报文帧,数据帧,标准帧,CAN,8,00 00 5e 00 5a 00 64 00
14630,接收,1,2026-05-05 12:57:36.194.735,0.000489,184,报文帧,数据帧,标准帧,CAN,8,d9 0a d6 07 04 02 21 01
14631,接收,1,2026-05-05 12:57:36.195.199,0.000464,185,报文帧,数据帧,标准帧,CAN,8,d9 0a 2b 00 00 02 3a 3c
14632,接收,1,2026-05-05 12:57:36.195.664,0.000465,186,报文帧,数据帧,标准帧,CAN,8,90 10 00 00 89 72 00 00
14633,接收,1,2026-05-05 12:57:36.196.141,0.000477,191,报文帧,数据帧,标准帧,CAN,8,6f 03 00 00 00 00 00 00
14634,接收,1,2026-05-05 12:57:36.206.707,0.010566,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
14635,接收,1,2026-05-05 12:57:36.297.464,0.090757,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
14636,接收,1,2026-05-05 12:57:36.299.912,0.002448,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14637,接收,1,2026-05-05 12:57:36.351.886,0.051974,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14638,接收,1,2026-05-05 12:57:36.392.778,0.040892,11,报文帧,数据帧,标准帧,CAN,8,1f 81 00 00 00 00 00 00
14639,接收,1,2026-05-05 12:57:36.460.214,0.067436,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14640,接收,1,2026-05-05 12:57:36.487.833,0.027619,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
14641,接收,1,2026-05-05 12:57:36.551.877,0.064044,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14642,接收,1,2026-05-05 12:57:36.578.548,0.026671,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
14643,接收,1,2026-05-05 12:57:36.651.873,0.073325,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14644,接收,1,2026-05-05 12:57:36.673.704,0.021831,11,报文帧,数据帧,标准帧,CAN,8,1f 81 00 00 00 00 00 00
14645,接收,1,2026-05-05 12:57:36.688.185,0.014481,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 27 4e 19 00 00
14646,接收,1,2026-05-05 12:57:36.688.754,0.000569,18f182a0,报文帧,数据帧,扩展帧,CAN,8,95 00 46 00 96 00 7c 00
14647,接收,1,2026-05-05 12:57:36.689.315,0.000561,18f183a0,报文帧,数据帧,扩展帧,CAN,8,d9 0a 0b 00 cd 07 08 02
14648,接收,1,2026-05-05 12:57:36.689.863,0.000548,18f184a0,报文帧,数据帧,扩展帧,CAN,8,21 01 36 00 32 00 3c 00
14649,接收,1,2026-05-05 12:57:36.690.424,0.000561,18f185a0,报文帧,数据帧,扩展帧,CAN,8,90 10 00 00 89 72 00 00
14650,接收,1,2026-05-05 12:57:36.690.985,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 3a 3d
14651,接收,1,2026-05-05 12:57:36.691.541,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
14652,接收,1,2026-05-05 12:57:36.692.106,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
14653,接收,1,2026-05-05 12:57:36.692.675,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
14654,接收,1,2026-05-05 12:57:36.693.255,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 27 4e 19 00 00
14655,接收,1,2026-05-05 12:57:36.693.740,0.000485,182,报文帧,数据帧,标准帧,CAN,8,95 00 96 00 46 00 7c 00
14656,接收,1,2026-05-05 12:57:36.694.224,0.000484,183,报文帧,数据帧,标准帧,CAN,8,00 00 5e 00 5a 00 64 00
14657,接收,1,2026-05-05 12:57:36.694.713,0.000489,184,报文帧,数据帧,标准帧,CAN,8,d9 0a cd 07 08 02 21 01
14658,接收,1,2026-05-05 12:57:36.695.182,0.000469,185,报文帧,数据帧,标准帧,CAN,8,d9 0a 2c 00 00 02 3a 3d
14659,接收,1,2026-05-05 12:57:36.695.642,0.000460,186,报文帧,数据帧,标准帧,CAN,8,90 10 00 00 89 72 00 00
14660,接收,1,2026-05-05 12:57:36.696.119,0.000477,191,报文帧,数据帧,标准帧,CAN,8,6f 03 00 00 00 00 00 00
14661,接收,1,2026-05-05 12:57:36.768.828,0.072709,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
14662,接收,1,2026-05-05 12:57:36.779.884,0.011056,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14663,接收,1,2026-05-05 12:57:36.847.313,0.067429,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14664,接收,1,2026-05-05 12:57:36.859.574,0.012261,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
14665,接收,1,2026-05-05 12:57:36.947.306,0.087732,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14666,接收,1,2026-05-05 12:57:36.954.909,0.007603,11,报文帧,数据帧,标准帧,CAN,8,d0 80 00 00 00 00 00 00
14667,接收,1,2026-05-05 12:57:37.045.571,0.090662,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
14668,接收,1,2026-05-05 12:57:37.099.868,0.054297,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14669,接收,1,2026-05-05 12:57:37.140.800,0.040932,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
14670,接收,1,2026-05-05 12:57:37.147.295,0.006495,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14671,接收,1,2026-05-05 12:57:37.188.176,0.040881,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 27 4e 19 00 00
14672,接收,1,2026-05-05 12:57:37.188.744,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,95 00 44 00 96 00 7b 00
14673,接收,1,2026-05-05 12:57:37.189.305,0.000561,18f183a0,报文帧,数据帧,扩展帧,CAN,8,cd 0a 0b 00 d3 07 08 02
14674,接收,1,2026-05-05 12:57:37.189.853,0.000548,18f184a0,报文帧,数据帧,扩展帧,CAN,8,26 01 36 00 32 00 3d 00
14675,接收,1,2026-05-05 12:57:37.190.414,0.000561,18f185a0,报文帧,数据帧,扩展帧,CAN,8,90 10 00 00 8a 72 00 00
14676,接收,1,2026-05-05 12:57:37.190.983,0.000569,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 3a 3d
14677,接收,1,2026-05-05 12:57:37.191.539,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
14678,接收,1,2026-05-05 12:57:37.192.104,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
14679,接收,1,2026-05-05 12:57:37.192.673,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
14680,接收,1,2026-05-05 12:57:37.193.253,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 27 4e 19 00 00
14681,接收,1,2026-05-05 12:57:37.193.738,0.000485,182,报文帧,数据帧,标准帧,CAN,8,95 00 96 00 44 00 7b 00
14682,接收,1,2026-05-05 12:57:37.194.210,0.000472,183,报文帧,数据帧,标准帧,CAN,8,00 00 5e 00 5a 00 65 00
14683,接收,1,2026-05-05 12:57:37.194.695,0.000485,184,报文帧,数据帧,标准帧,CAN,8,cd 0a d3 07 08 02 26 01
14684,接收,1,2026-05-05 12:57:37.195.156,0.000461,185,报文帧,数据帧,标准帧,CAN,8,cd 0a 2c 00 00 02 3a 3d
14685,接收,1,2026-05-05 12:57:37.195.616,0.000460,186,报文帧,数据帧,标准帧,CAN,8,90 10 00 00 8a 72 00 00
14686,接收,1,2026-05-05 12:57:37.196.093,0.000477,191,报文帧,数据帧,标准帧,CAN,8,6f 03 00 00 00 00 00 00
14687,接收,1,2026-05-05 12:57:37.236.009,0.039916,11,报文帧,数据帧,标准帧,CAN,8,1f 81 00 00 00 00 00 00
14688,接收,1,2026-05-05 12:57:37.259.756,0.023747,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14689,接收,1,2026-05-05 12:57:37.326.686,0.066930,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
14690,接收,1,2026-05-05 12:57:37.347.285,0.020599,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14691,接收,1,2026-05-05 12:57:37.421.874,0.074589,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
14692,接收,1,2026-05-05 12:57:37.451.828,0.029954,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14693,接收,1,2026-05-05 12:57:37.517.063,0.065235,11,报文帧,数据帧,标准帧,CAN,8,1f 81 00 00 00 00 00 00
14694,接收,1,2026-05-05 12:57:37.579.844,0.062781,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
14695,接收,1,2026-05-05 12:57:37.607.699,0.027855,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
14696,接收,1,2026-05-05 12:57:37.647.269,0.039570,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14697,接收,1,2026-05-05 12:57:37.688.165,0.040896,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 27 4e 19 00 00
14698,接收,1,2026-05-05 12:57:37.688.733,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,95 00 45 00 96 00 7c 00
14699,接收,1,2026-05-05 12:57:37.689.298,0.000565,18f183a0,报文帧,数据帧,扩展帧,CAN,8,cd 0a 0b 00 d0 07 08 02
14700,接收,1,2026-05-05 12:57:37.689.846,0.000548,18f184a0,报文帧,数据帧,扩展帧,CAN,8,26 01 36 00 32 00 3d 00
14701,接收,1,2026-05-05 12:57:37.690.407,0.000561,18f185a0,报文帧,数据帧,扩展帧,CAN,8,90 10 00 00 8a 72 00 00
14702,接收,1,2026-05-05 12:57:37.690.976,0.000569,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 3b 3d
14703,接收,1,2026-05-05 12:57:37.691.536,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
14704,接收,1,2026-05-05 12:57:37.692.101,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
14705,接收,1,2026-05-05 12:57:37.692.670,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
14706,接收,1,2026-05-05 12:57:37.693.250,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 27 4e 19 00 00
14707,接收,1,2026-05-05 12:57:37.693.735,0.000485,182,报文帧,数据帧,标准帧,CAN,8,95 00 96 00 45 00 7c 00
14708,接收,1,2026-05-05 12:57:37.694.220,0.000485,183,报文帧,数据帧,标准帧,CAN,8,00 00 5e 00 5a 00 65 00
14709,接收,1,2026-05-05 12:57:37.694.704,0.000484,184,报文帧,数据帧,标准帧,CAN,8,cd 0a d0 07 08 02 26 01
14710,接收,1,2026-05-05 12:57:37.695.169,0.000465,185,报文帧,数据帧,标准帧,CAN,8,cd 0a 2c 00 00 02 3b 3d
14711,接收,1,2026-05-05 12:57:37.695.634,0.000465,186,报文帧,数据帧,标准帧,CAN,8,90 10 00 00 8a 72 00 00
