序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
1056,接收,1,2026-05-05 14:58:34.335.169,0.039616,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1057,接收,1,2026-05-05 14:58:34.363.782,0.028613,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 28 51 17 00 00
1058,接收,1,2026-05-05 14:58:34.364.347,0.000565,18f182a0,报文帧,数据帧,扩展帧,CAN,8,02 00 1a 00 93 00 7b 00
1059,接收,1,2026-05-05 14:58:34.364.903,0.000556,18f183a0,报文帧,数据帧,扩展帧,CAN,8,3b 0b 00 00 1f 03 28 01
1060,接收,1,2026-05-05 14:58:34.365.468,0.000565,18f184a0,报文帧,数据帧,扩展帧,CAN,8,d2 00 35 00 30 00 3c 00
1061,接收,1,2026-05-05 14:58:34.366.033,0.000565,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b0 15 00 00 32 89 00 00
1062,接收,1,2026-05-05 14:58:34.366.593,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 36 36
1063,接收,1,2026-05-05 14:58:34.367.150,0.000557,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1064,接收,1,2026-05-05 14:58:34.367.714,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
1065,接收,1,2026-05-05 14:58:34.368.283,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
1066,接收,1,2026-05-05 14:58:34.368.864,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 28 51 17 00 00
1067,接收,1,2026-05-05 14:58:34.369.344,0.000480,182,报文帧,数据帧,标准帧,CAN,8,02 00 93 00 1a 00 7b 00
1068,接收,1,2026-05-05 14:58:34.369.829,0.000485,183,报文帧,数据帧,标准帧,CAN,8,00 00 5d 00 58 00 64 00
1069,接收,1,2026-05-05 14:58:34.370.314,0.000485,184,报文帧,数据帧,标准帧,CAN,8,3b 0b 1f 03 28 01 d2 00
1070,接收,1,2026-05-05 14:58:34.370.794,0.000480,185,报文帧,数据帧,标准帧,CAN,8,3b 0b 00 00 00 02 36 36
1071,接收,1,2026-05-05 14:58:34.371.267,0.000473,186,报文帧,数据帧,标准帧,CAN,8,b0 15 00 00 32 89 00 00
1072,接收,1,2026-05-05 14:58:34.371.744,0.000477,191,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1073,接收,1,2026-05-05 14:58:34.391.002,0.019258,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1074,接收,1,2026-05-05 14:58:34.430.438,0.039436,11,报文帧,数据帧,标准帧,CAN,8,e3 80 00 00 00 00 00 00
1075,接收,1,2026-05-05 14:58:34.521.100,0.090662,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
1076,接收,1,2026-05-05 14:58:34.542.731,0.021631,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1077,接收,1,2026-05-05 14:58:34.595.537,0.052806,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1078,接收,1,2026-05-05 14:58:34.616.221,0.020684,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1079,接收,1,2026-05-05 14:58:34.702.721,0.086500,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1080,接收,1,2026-05-05 14:58:34.706.984,0.004263,11,报文帧,数据帧,标准帧,CAN,8,e3 80 00 00 00 00 00 00
1081,接收,1,2026-05-05 14:58:34.795.528,0.088544,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1082,接收,1,2026-05-05 14:58:34.801.943,0.006415,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
1083,接收,1,2026-05-05 14:58:34.863.775,0.061832,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 28 51 18 00 00
1084,接收,1,2026-05-05 14:58:34.864.343,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,03 00 1b 00 93 00 7b 00
1085,接收,1,2026-05-05 14:58:34.864.904,0.000561,18f183a0,报文帧,数据帧,扩展帧,CAN,8,39 0b 00 00 1b 03 28 01
1086,接收,1,2026-05-05 14:58:34.865.464,0.000560,18f184a0,报文帧,数据帧,扩展帧,CAN,8,d2 00 35 00 30 00 3c 00
1087,接收,1,2026-05-05 14:58:34.866.029,0.000565,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b0 15 00 00 33 89 00 00
1088,接收,1,2026-05-05 14:58:34.866.590,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 36 36
1089,接收,1,2026-05-05 14:58:34.867.146,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1090,接收,1,2026-05-05 14:58:34.867.711,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
1091,接收,1,2026-05-05 14:58:34.868.280,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
1092,接收,1,2026-05-05 14:58:34.868.860,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 28 51 18 00 00
1093,接收,1,2026-05-05 14:58:34.869.349,0.000489,182,报文帧,数据帧,标准帧,CAN,8,03 00 93 00 1b 00 7b 00
1094,接收,1,2026-05-05 14:58:34.869.821,0.000472,183,报文帧,数据帧,标准帧,CAN,8,00 00 5d 00 58 00 64 00
1095,接收,1,2026-05-05 14:58:34.870.306,0.000485,184,报文帧,数据帧,标准帧,CAN,8,39 0b 1b 03 28 01 d2 00
1096,接收,1,2026-05-05 14:58:34.870.779,0.000473,185,报文帧,数据帧,标准帧,CAN,8,39 0b 00 00 00 02 36 36
1097,接收,1,2026-05-05 14:58:34.871.255,0.000476,186,报文帧,数据帧,标准帧,CAN,8,b0 15 00 00 33 89 00 00
1098,接收,1,2026-05-05 14:58:34.871.736,0.000481,191,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1099,接收,1,2026-05-05 14:58:34.895.523,0.023787,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1100,接收,1,2026-05-05 14:58:34.897.003,0.001480,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1101,接收,1,2026-05-05 14:58:34.987.848,0.090845,11,报文帧,数据帧,标准帧,CAN,8,e3 80 00 00 00 00 00 00
1102,接收,1,2026-05-05 14:58:35.022.702,0.034854,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1103,接收,1,2026-05-05 14:58:35.082.850,0.060148,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
1104,接收,1,2026-05-05 14:58:35.090.966,0.008116,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1105,接收,1,2026-05-05 14:58:35.177.988,0.087022,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1106,接收,1,2026-05-05 14:58:35.195.508,0.017520,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1107,接收,1,2026-05-05 14:58:35.268.825,0.073317,11,报文帧,数据帧,标准帧,CAN,8,e3 80 00 00 00 00 00 00
1108,接收,1,2026-05-05 14:58:35.342.685,0.073860,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1109,接收,1,2026-05-05 14:58:35.363.762,0.021077,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 28 51 17 00 00
1110,接收,1,2026-05-05 14:58:35.364.326,0.000564,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
1111,接收,1,2026-05-05 14:58:35.364.679,0.000353,18f182a0,报文帧,数据帧,扩展帧,CAN,8,02 00 1a 00 93 00 7b 00
1112,接收,1,2026-05-05 14:58:35.365.236,0.000557,18f183a0,报文帧,数据帧,扩展帧,CAN,8,39 0b 00 00 24 03 28 01
1113,接收,1,2026-05-05 14:58:35.365.796,0.000560,18f184a0,报文帧,数据帧,扩展帧,CAN,8,d2 00 35 00 30 00 3c 00
1114,接收,1,2026-05-05 14:58:35.366.361,0.000565,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b0 15 00 00 33 89 00 00
1115,接收,1,2026-05-05 14:58:35.366.921,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 36 36
1116,接收,1,2026-05-05 14:58:35.367.478,0.000557,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1117,接收,1,2026-05-05 14:58:35.368.043,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
1118,接收,1,2026-05-05 14:58:35.368.611,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
1119,接收,1,2026-05-05 14:58:35.369.192,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 28 51 17 00 00
1120,接收,1,2026-05-05 14:58:35.369.673,0.000481,182,报文帧,数据帧,标准帧,CAN,8,02 00 93 00 1a 00 7b 00
1121,接收,1,2026-05-05 14:58:35.370.157,0.000484,183,报文帧,数据帧,标准帧,CAN,8,00 00 5d 00 58 00 64 00
1122,接收,1,2026-05-05 14:58:35.370.642,0.000485,184,报文帧,数据帧,标准帧,CAN,8,39 0b 24 03 28 01 d2 00
1123,接收,1,2026-05-05 14:58:35.371.119,0.000477,185,报文帧,数据帧,标准帧,CAN,8,39 0b 00 00 00 02 36 36
1124,接收,1,2026-05-05 14:58:35.371.595,0.000476,186,报文帧,数据帧,标准帧,CAN,8,b0 15 00 00 33 89 00 00
1125,接收,1,2026-05-05 14:58:35.372.076,0.000481,191,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1126,接收,1,2026-05-05 14:58:35.395.498,0.023422,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1127,接收,1,2026-05-05 14:58:35.459.170,0.063672,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1128,接收,1,2026-05-05 14:58:35.502.679,0.043509,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1129,接收,1,2026-05-05 14:58:35.549.990,0.047311,11,报文帧,数据帧,标准帧,CAN,8,e3 80 00 00 00 00 00 00
1130,接收,1,2026-05-05 14:58:35.595.484,0.045494,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1131,接收,1,2026-05-05 14:58:35.645.054,0.049570,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
1132,接收,1,2026-05-05 14:58:35.695.479,0.050425,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1133,接收,1,2026-05-05 14:58:35.735.835,0.040356,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1134,接收,1,2026-05-05 14:58:35.822.662,0.086827,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1135,接收,1,2026-05-05 14:58:35.831.121,0.008459,11,报文帧,数据帧,标准帧,CAN,8,e3 80 00 00 00 00 00 00
1136,接收,1,2026-05-05 14:58:35.863.753,0.032632,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 28 51 17 00 00
1137,接收,1,2026-05-05 14:58:35.864.318,0.000565,18f182a0,报文帧,数据帧,扩展帧,CAN,8,02 00 1a 00 93 00 7b 00
1138,接收,1,2026-05-05 14:58:35.864.875,0.000557,18f183a0,报文帧,数据帧,扩展帧,CAN,8,34 0b 00 00 20 03 28 01
1139,接收,1,2026-05-05 14:58:35.865.447,0.000572,18f184a0,报文帧,数据帧,扩展帧,CAN,8,d2 00 35 00 30 00 3c 00
1140,接收,1,2026-05-05 14:58:35.866.012,0.000565,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b0 15 00 00 34 89 00 00
1141,接收,1,2026-05-05 14:58:35.866.569,0.000557,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 36 36
1142,接收,1,2026-05-05 14:58:35.867.125,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1143,接收,1,2026-05-05 14:58:35.867.690,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
1144,接收,1,2026-05-05 14:58:35.868.259,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
1145,接收,1,2026-05-05 14:58:35.868.839,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 28 51 17 00 00
1146,接收,1,2026-05-05 14:58:35.869.320,0.000481,182,报文帧,数据帧,标准帧,CAN,8,02 00 93 00 1a 00 7b 00
1147,接收,1,2026-05-05 14:58:35.869.804,0.000484,183,报文帧,数据帧,标准帧,CAN,8,00 00 5d 00 58 00 64 00
1148,接收,1,2026-05-05 14:58:35.870.289,0.000485,184,报文帧,数据帧,标准帧,CAN,8,34 0b 20 03 28 01 d2 00
1149,接收,1,2026-05-05 14:58:35.870.770,0.000481,185,报文帧,数据帧,标准帧,CAN,8,34 0b 00 00 00 02 36 36
1150,接收,1,2026-05-05 14:58:35.871.250,0.000480,186,报文帧,数据帧,标准帧,CAN,8,b0 15 00 00 34 89 00 00
1151,接收,1,2026-05-05 14:58:35.871.723,0.000473,191,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1152,接收,1,2026-05-05 14:58:35.895.470,0.023747,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1153,接收,1,2026-05-05 14:58:35.926.275,0.030805,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
1154,接收,1,2026-05-05 14:58:35.995.464,0.069189,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1155,接收,1,2026-05-05 14:58:36.017.272,0.021808,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1156,接收,1,2026-05-05 14:58:36.112.469,0.095197,11,报文帧,数据帧,标准帧,CAN,8,e3 80 00 00 00 00 00 00
1157,接收,1,2026-05-05 14:58:36.142.644,0.030175,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1158,接收,1,2026-05-05 14:58:36.195.453,0.052809,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1159,接收,1,2026-05-05 14:58:36.207.787,0.012334,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
1160,接收,1,2026-05-05 14:58:36.298.321,0.090534,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1161,接收,1,2026-05-05 14:58:36.302.633,0.004312,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1162,接收,1,2026-05-05 14:58:36.363.745,0.061112,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 28 51 18 00 00
1163,接收,1,2026-05-05 14:58:36.364.313,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,03 00 1b 00 93 00 7b 00
1164,接收,1,2026-05-05 14:58:36.364.874,0.000561,18f183a0,报文帧,数据帧,扩展帧,CAN,8,34 0b 00 00 1e 03 28 01
1165,接收,1,2026-05-05 14:58:36.365.439,0.000565,18f184a0,报文帧,数据帧,扩展帧,CAN,8,d2 00 35 00 30 00 3c 00
1166,接收,1,2026-05-05 14:58:36.366.003,0.000564,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b0 15 00 00 34 89 00 00
1167,接收,1,2026-05-05 14:58:36.366.560,0.000557,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 36 36
1168,接收,1,2026-05-05 14:58:36.367.117,0.000557,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1169,接收,1,2026-05-05 14:58:36.367.681,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
1170,接收,1,2026-05-05 14:58:36.368.250,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
1171,接收,1,2026-05-05 14:58:36.368.830,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 28 51 18 00 00
1172,接收,1,2026-05-05 14:58:36.369.319,0.000489,182,报文帧,数据帧,标准帧,CAN,8,03 00 93 00 1b 00 7b 00
1173,接收,1,2026-05-05 14:58:36.369.792,0.000473,183,报文帧,数据帧,标准帧,CAN,8,00 00 5d 00 58 00 64 00
1174,接收,1,2026-05-05 14:58:36.370.276,0.000484,184,报文帧,数据帧,标准帧,CAN,8,34 0b 1e 03 28 01 d2 00
1175,接收,1,2026-05-05 14:58:36.370.757,0.000481,185,报文帧,数据帧,标准帧,CAN,8,34 0b 00 00 00 02 36 36
1176,接收,1,2026-05-05 14:58:36.371.237,0.000480,186,报文帧,数据帧,标准帧,CAN,8,b0 15 00 00 34 89 00 00
1177,接收,1,2026-05-05 14:58:36.371.710,0.000473,191,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1178,接收,1,2026-05-05 14:58:36.393.526,0.021816,11,报文帧,数据帧,标准帧,CAN,8,e3 80 00 00 00 00 00 00
1179,接收,1,2026-05-05 14:58:36.395.442,0.001916,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1180,接收,1,2026-05-05 14:58:36.484.304,0.088862,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
1181,接收,1,2026-05-05 14:58:36.495.435,0.011131,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1182,接收,1,2026-05-05 14:58:36.579.478,0.084043,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1183,接收,1,2026-05-05 14:58:36.622.616,0.043138,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1184,接收,1,2026-05-05 14:58:36.674.733,0.052117,11,报文帧,数据帧,标准帧,CAN,8,e3 80 00 00 00 00 00 00
1185,接收,1,2026-05-05 14:58:36.690.877,0.016144,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1186,接收,1,2026-05-05 14:58:36.765.342,0.074465,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
1187,接收,1,2026-05-05 14:58:36.795.421,0.030079,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1188,接收,1,2026-05-05 14:58:36.860.571,0.065150,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1189,接收,1,2026-05-05 14:58:36.863.733,0.003162,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 28 51 18 00 00
1190,接收,1,2026-05-05 14:58:36.864.301,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,03 00 1a 00 93 00 7b 00
1191,接收,1,2026-05-05 14:58:36.864.862,0.000561,18f183a0,报文帧,数据帧,扩展帧,CAN,8,3f 0b 00 00 24 03 28 01
1192,接收,1,2026-05-05 14:58:36.865.430,0.000568,18f184a0,报文帧,数据帧,扩展帧,CAN,8,d2 00 35 00 30 00 3c 00
1193,接收,1,2026-05-05 14:58:36.865.995,0.000565,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b0 15 00 00 35 89 00 00
1194,接收,1,2026-05-05 14:58:36.866.552,0.000557,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 36 36
1195,接收,1,2026-05-05 14:58:36.867.108,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1196,接收,1,2026-05-05 14:58:36.867.673,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
1197,接收,1,2026-05-05 14:58:36.868.242,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
1198,接收,1,2026-05-05 14:58:36.868.822,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 28 51 18 00 00
1199,接收,1,2026-05-05 14:58:36.869.311,0.000489,182,报文帧,数据帧,标准帧,CAN,8,03 00 93 00 1a 00 7b 00
1200,接收,1,2026-05-05 14:58:36.869.792,0.000481,183,报文帧,数据帧,标准帧,CAN,8,00 00 5d 00 58 00 64 00
1201,接收,1,2026-05-05 14:58:36.870.276,0.000484,184,报文帧,数据帧,标准帧,CAN,8,3f 0b 24 03 28 01 d2 00
1202,接收,1,2026-05-05 14:58:36.870.749,0.000473,185,报文帧,数据帧,标准帧,CAN,8,3f 0b 00 00 00 02 36 36
1203,接收,1,2026-05-05 14:58:36.871.226,0.000477,186,报文帧,数据帧,标准帧,CAN,8,b0 15 00 00 35 89 00 00
1204,接收,1,2026-05-05 14:58:36.871.698,0.000472,191,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1205,接收,1,2026-05-05 14:58:36.942.602,0.070904,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1206,接收,1,2026-05-05 14:58:36.955.724,0.013122,11,报文帧,数据帧,标准帧,CAN,8,e3 80 00 00 00 00 00 00
1207,接收,1,2026-05-05 14:58:36.995.410,0.039686,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1208,接收,1,2026-05-05 14:58:37.046.284,0.050874,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
1209,接收,1,2026-05-05 14:58:37.102.593,0.056309,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1210,接收,1,2026-05-05 14:58:37.141.401,0.038808,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1211,接收,1,2026-05-05 14:58:37.195.399,0.053998,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1212,接收,1,2026-05-05 14:58:37.232.299,0.036900,11,报文帧,数据帧,标准帧,CAN,8,e3 80 00 00 00 00 00 00
1213,接收,1,2026-05-05 14:58:37.295.396,0.063097,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1214,接收,1,2026-05-05 14:58:37.327.382,0.031986,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
1215,接收,1,2026-05-05 14:58:37.363.726,0.036344,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 28 51 18 00 00
1216,接收,1,2026-05-05 14:58:37.364.294,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,03 00 1b 00 93 00 7b 00
1217,接收,1,2026-05-05 14:58:37.364.855,0.000561,18f183a0,报文帧,数据帧,扩展帧,CAN,8,3f 0b 00 00 1c 03 28 01
1218,接收,1,2026-05-05 14:58:37.365.420,0.000565,18f184a0,报文帧,数据帧,扩展帧,CAN,8,d2 00 35 00 30 00 3c 00
1219,接收,1,2026-05-05 14:58:37.365.984,0.000564,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b0 15 00 00 35 89 00 00
1220,接收,1,2026-05-05 14:58:37.366.541,0.000557,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 36 36
1221,接收,1,2026-05-05 14:58:37.367.098,0.000557,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1222,接收,1,2026-05-05 14:58:37.367.662,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
1223,接收,1,2026-05-05 14:58:37.368.231,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
1224,接收,1,2026-05-05 14:58:37.368.811,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 28 51 18 00 00
1225,接收,1,2026-05-05 14:58:37.369.300,0.000489,182,报文帧,数据帧,标准帧,CAN,8,03 00 93 00 1b 00 7b 00
1226,接收,1,2026-05-05 14:58:37.369.773,0.000473,183,报文帧,数据帧,标准帧,CAN,8,00 00 5d 00 58 00 64 00
1227,接收,1,2026-05-05 14:58:37.370.257,0.000484,184,报文帧,数据帧,标准帧,CAN,8,3f 0b 1c 03 28 01 d2 00
1228,接收,1,2026-05-05 14:58:37.370.738,0.000481,185,报文帧,数据帧,标准帧,CAN,8,3f 0b 00 00 00 02 36 36
1229,接收,1,2026-05-05 14:58:37.371.215,0.000477,186,报文帧,数据帧,标准帧,CAN,8,b0 15 00 00 35 89 00 00
1230,接收,1,2026-05-05 14:58:37.371.687,0.000472,191,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1231,接收,1,2026-05-05 14:58:37.422.573,0.050886,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1232,接收,1,2026-05-05 14:58:37.423.081,0.000508,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1233,接收,1,2026-05-05 14:58:37.495.382,0.072301,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1234,接收,1,2026-05-05 14:58:37.513.378,0.017996,11,报文帧,数据帧,标准帧,CAN,8,e3 80 00 00 00 00 00 00
1235,接收,1,2026-05-05 14:58:37.595.378,0.082000,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1236,接收,1,2026-05-05 14:58:37.608.556,0.013178,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
1237,接收,1,2026-05-05 14:58:37.703.769,0.095213,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1238,接收,1,2026-05-05 14:58:37.742.559,0.038790,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1239,接收,1,2026-05-05 14:58:37.794.621,0.052062,11,报文帧,数据帧,标准帧,CAN,8,e3 80 00 00 00 00 00 00
1240,接收,1,2026-05-05 14:58:37.795.369,0.000748,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1241,接收,1,2026-05-05 14:58:37.863.717,0.068348,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 28 51 18 00 00
1242,接收,1,2026-05-05 14:58:37.864.285,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,03 00 1b 00 93 00 7b 00
1243,接收,1,2026-05-05 14:58:37.864.846,0.000561,18f183a0,报文帧,数据帧,扩展帧,CAN,8,3a 0b 00 00 1d 03 28 01
1244,接收,1,2026-05-05 14:58:37.865.415,0.000569,18f184a0,报文帧,数据帧,扩展帧,CAN,8,d2 00 35 00 30 00 3c 00
1245,接收,1,2026-05-05 14:58:37.865.979,0.000564,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b0 15 00 00 36 89 00 00
1246,接收,1,2026-05-05 14:58:37.866.540,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 36 36
1247,接收,1,2026-05-05 14:58:37.867.097,0.000557,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1248,接收,1,2026-05-05 14:58:37.867.661,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
1249,接收,1,2026-05-05 14:58:37.868.230,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
1250,接收,1,2026-05-05 14:58:37.868.811,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 28 51 18 00 00
